ch_motion_key,mix_bg_material,name,plist_name,visible,_key
crc_event_profile_thumbnail_010.png,,$StuffName.3300001.Name,crc_event_profile_thumbnail.plist,0,3100010
crc_event_profile_thumbnail_011.png,,$StuffName.3300001.Name,crc_event_profile_thumbnail.plist,0,3100011
crc_event_profile_thumbnail_012.png,,$StuffName.3300001.Name,crc_event_profile_thumbnail.plist,0,3100012
crc_event_profile_thumbnail_013.png,,$StuffName.3300001.Name,crc_event_profile_thumbnail.plist,0,3100013
crc_event_profile_thumbnail_014.png,,$StuffName.3300001.Name,crc_event_profile_thumbnail.plist,0,3100014
crc_event_profile_thumbnail_015.png,,$StuffName.3300001.Name,crc_event_profile_thumbnail.plist,0,3100015
crc_event_profile_thumbnail_016.png,,$StuffName.3300001.Name,crc_event_profile_thumbnail.plist,0,3100016
crc_event_profile_thumbnail_017.png,,$StuffName.3300001.Name,crc_event_profile_thumbnail.plist,0,3100017
crc_event_profile_thumbnail_018.png,,$StuffName.3300001.Name,crc_event_profile_thumbnail.plist,0,3100018
crc_event_profile_thumbnail_019.png,,$StuffName.3300001.Name,crc_event_profile_thumbnail.plist,0,3100019
crc_event_profile_thumbnail_020.png,,$StuffName.3300001.Name,crc_event_profile_thumbnail.plist,0,3100020
crc_event_profile_thumbnail_021.png,,$StuffName.3300001.Name,crc_event_profile_thumbnail.plist,0,3100021
crc_event_profile_thumbnail_022.png,,$StuffName.3300001.Name,crc_event_profile_thumbnail.plist,0,3100022
