activity_pointA,activity_pointB,bonus_qty,contentsVersion,group_seq,imageTag,item_id,mix_level,moneyTypeA,moneyTypeB,money_stuff_seqA,money_stuff_seqB,priceA,priceB,qty,related_stuff_seq,slotPriority,special_type,stuffStatus,stuffType,stuff_name,tag,_key
0,0,0,0,11005000,tr_ch05_m,,1,1,2,,,8148,9999,1,,0,0,1,T,Double Rainbow Candy,4,11005004
0,0,0,0,11005000,tr_ch05_m,,1,1,2,,,8568,9999,1,,0,0,1,T,Double Rainbow Candy,5,11005005
0,0,0,0,11005000,tr_ch05_m,,1,1,2,,,9072,9999,1,,0,0,1,T,Double Rainbow Candy,6,11005006
0,0,0,0,11005000,tr_ch05_m,,1,1,2,,,9660,9999,1,,0,0,1,T,Double Rainbow Candy,7,11005007
0,0,0,0,11005000,tr_ch05_m,,1,1,2,,,10332,9999,1,,0,0,1,T,Double Rainbow Candy,8,11005008
0,0,0,0,11005000,tr_ch05_m,,1,1,2,,,11088,9999,1,,0,0,1,T,Double Rainbow Candy,9,11005009
0,45,0,0,1100500,tr_ch05,,0,1,2,,,3765,15,1,,0,0,1,T,Rainbow Candy,1,1100501
0,0,0,0,11005000,tr_ch05_m,,1,1,2,,,11928,9999,1,,0,0,1,T,Double Rainbow Candy,10,11005010
0,0,0,0,1100500,tr_ch05,,0,1,2,,,3963,3963,1,,0,0,1,T,Rainbow Candy,2,1100502
0,0,0,0,1100500,tr_ch05,,0,1,2,,,4215,4215,1,,0,0,1,T,Rainbow Candy,3,1100503
0,0,0,0,1100500,tr_ch05,,0,1,2,,,4551,4551,1,,0,0,1,T,Rainbow Candy,4,1100504
0,0,0,0,1100500,tr_ch05,,0,1,2,,,4971,4971,1,,0,0,1,T,Rainbow Candy,5,1100505
0,0,0,0,1100500,tr_ch05,,0,1,2,,,5475,5475,1,,0,0,1,T,Rainbow Candy,6,1100506
0,0,0,0,1100500,tr_ch05,,0,1,2,,,6063,6063,1,,0,0,1,T,Rainbow Candy,7,1100507
0,0,0,0,1100500,tr_ch05,,0,1,2,,,6735,6735,1,,0,0,1,T,Rainbow Candy,8,1100508
0,0,0,0,1100500,tr_ch05,,0,1,2,,,7491,7491,1,,0,0,1,T,Rainbow Candy,9,1100509
0,0,0,0,1100500,tr_ch05,,0,1,2,,,8331,8331,1,,0,0,1,T,Rainbow Candy,10,1100510
0,0,0,0,11005100,tr_ch05_m,,1,1,2,,,0,9999,1,,0,1,0,T,Blessed Double Rainbow Candy,0,11005100
0,0,0,0,11005100,tr_ch05_m,,1,1,2,,,7708,9999,1,,0,1,0,T,Blessed Double Rainbow Candy,1,11005101
0,0,0,0,11005100,tr_ch05_m,,1,1,2,,,7906,9999,1,,0,1,0,T,Blessed Double Rainbow Candy,2,11005102
0,0,0,0,11005100,tr_ch05_m,,1,1,2,,,8158,9999,1,,0,1,0,T,Blessed Double Rainbow Candy,3,11005103
0,0,0,0,11005100,tr_ch05_m,,1,1,2,,,8494,9999,1,,0,1,0,T,Blessed Double Rainbow Candy,4,11005104
0,0,0,0,11005100,tr_ch05_m,,1,1,2,,,8914,9999,1,,0,1,0,T,Blessed Double Rainbow Candy,5,11005105
0,0,0,0,11005100,tr_ch05_m,,1,1,2,,,9418,9999,1,,0,1,0,T,Blessed Double Rainbow Candy,6,11005106
0,0,0,0,11005100,tr_ch05_m,,1,1,2,,,10006,9999,1,,0,1,0,T,Blessed Double Rainbow Candy,7,11005107
0,0,0,0,11005100,tr_ch05_m,,1,1,2,,,10678,9999,1,,0,1,0,T,Blessed Double Rainbow Candy,8,11005108
0,0,0,0,11005100,tr_ch05_m,,1,1,2,,,11434,9999,1,,0,1,0,T,Blessed Double Rainbow Candy,9,11005109
0,0,0,0,11005100,tr_ch05_m,,1,1,2,,,12274,9999,1,,0,1,0,T,Blessed Double Rainbow Candy,10,11005110
0,0,0,0,1100600,tr_ch06,,0,1,2,,,0,0,1,,0,0,1,T,Premium Butter,0,1100600
0,0,0,0,11006000,tr_ch06_m,,1,1,2,,,0,9999,1,,0,0,1,T,Buttercream Choco Pancake,0,11006000
0,0,0,0,11006000,tr_ch06_m,,1,1,2,,,7362,9999,1,,0,0,1,T,Buttercream Choco Pancake,1,11006001
0,0,0,0,11006000,tr_ch06_m,,1,1,2,,,7560,9999,1,,0,0,1,T,Buttercream Choco Pancake,2,11006002
0,0,0,0,11006000,tr_ch06_m,,1,1,2,,,7812,9999,1,,0,0,1,T,Buttercream Choco Pancake,3,11006003
0,0,0,0,11006000,tr_ch06_m,,1,1,2,,,8148,9999,1,,0,0,1,T,Buttercream Choco Pancake,4,11006004
0,0,0,0,11006000,tr_ch06_m,,1,1,2,,,8568,9999,1,,0,0,1,T,Buttercream Choco Pancake,5,11006005
0,0,0,0,11006000,tr_ch06_m,,1,1,2,,,9072,9999,1,,0,0,1,T,Buttercream Choco Pancake,6,11006006
0,0,0,0,11006000,tr_ch06_m,,1,1,2,,,9660,9999,1,,0,0,1,T,Buttercream Choco Pancake,7,11006007
0,0,0,0,11006000,tr_ch06_m,,1,1,2,,,10332,9999,1,,0,0,1,T,Buttercream Choco Pancake,8,11006008
0,0,0,0,11006000,tr_ch06_m,,1,1,2,,,11088,9999,1,,0,0,1,T,Buttercream Choco Pancake,9,11006009
0,45,0,0,1100600,tr_ch06,,0,1,2,,,3765,15,1,,0,0,1,T,Premium Butter,1,1100601
0,0,0,0,11006000,tr_ch06_m,,1,1,2,,,11928,9999,1,,0,0,1,T,Buttercream Choco Pancake,10,11006010
0,0,0,0,1100600,tr_ch06,,0,1,2,,,3963,3963,1,,0,0,1,T,Premium Butter,2,1100602
0,0,0,0,1100600,tr_ch06,,0,1,2,,,4215,4215,1,,0,0,1,T,Premium Butter,3,1100603
0,0,0,0,1100600,tr_ch06,,0,1,2,,,4551,4551,1,,0,0,1,T,Premium Butter,4,1100604
0,0,0,0,1100600,tr_ch06,,0,1,2,,,4971,4971,1,,0,0,1,T,Premium Butter,5,1100605
0,0,0,0,1100600,tr_ch06,,0,1,2,,,5475,5475,1,,0,0,1,T,Premium Butter,6,1100606
0,0,0,0,1100600,tr_ch06,,0,1,2,,,6063,6063,1,,0,0,1,T,Premium Butter,7,1100607
0,0,0,0,1100600,tr_ch06,,0,1,2,,,6735,6735,1,,0,0,1,T,Premium Butter,8,1100608
0,0,0,0,1100600,tr_ch06,,0,1,2,,,7491,7491,1,,0,0,1,T,Premium Butter,9,1100609
0,0,0,0,1100600,tr_ch06,,0,1,2,,,8331,8331,1,,0,0,1,T,Premium Butter,10,1100610
0,0,0,0,11006100,tr_ch06_m,,1,1,2,,,0,9999,1,,0,1,0,T,Blessed Buttercream Choco Pancake,0,11006100
0,0,0,0,11006100,tr_ch06_m,,1,1,2,,,7708,9999,1,,0,1,0,T,Blessed Buttercream Choco Pancake,1,11006101
0,0,0,0,11006100,tr_ch06_m,,1,1,2,,,7906,9999,1,,0,1,0,T,Blessed Buttercream Choco Pancake,2,11006102
0,0,0,0,11006100,tr_ch06_m,,1,1,2,,,8158,9999,1,,0,1,0,T,Blessed Buttercream Choco Pancake,3,11006103
0,0,0,0,11006100,tr_ch06_m,,1,1,2,,,8494,9999,1,,0,1,0,T,Blessed Buttercream Choco Pancake,4,11006104
0,0,0,0,11006100,tr_ch06_m,,1,1,2,,,8914,9999,1,,0,1,0,T,Blessed Buttercream Choco Pancake,5,11006105
0,0,0,0,11006100,tr_ch06_m,,1,1,2,,,9418,9999,1,,0,1,0,T,Blessed Buttercream Choco Pancake,6,11006106
0,0,0,0,11006100,tr_ch06_m,,1,1,2,,,10006,9999,1,,0,1,0,T,Blessed Buttercream Choco Pancake,7,11006107
0,0,0,0,11006100,tr_ch06_m,,1,1,2,,,10678,9999,1,,0,1,0,T,Blessed Buttercream Choco Pancake,8,11006108
0,0,0,0,11006100,tr_ch06_m,,1,1,2,,,11434,9999,1,,0,1,0,T,Blessed Buttercream Choco Pancake,9,11006109
0,0,0,0,11006100,tr_ch06_m,,1,1,2,,,12274,9999,1,,0,1,0,T,Blessed Buttercream Choco Pancake,10,11006110
0,0,0,0,1100700,tr_ch07,,0,1,2,,,0,0,1,,0,0,1,T,Tree Leaf,0,1100700
0,0,0,0,11007000,tr_ch07_m,,1,1,2,,,0,9999,1,,0,0,1,T,Glistening Green Leaves,0,11007000
0,0,0,0,11007000,tr_ch07_m,,1,1,2,,,20233,9999,1,,0,0,1,T,Glistening Green Leaves,1,11007001
0,0,0,0,11007000,tr_ch07_m,,1,1,2,,,20863,9999,1,,0,0,1,T,Glistening Green Leaves,2,11007002
0,0,0,0,11007000,tr_ch07_m,,1,1,2,,,21661,9999,1,,0,0,1,T,Glistening Green Leaves,3,11007003
0,0,0,0,11007000,tr_ch07_m,,1,1,2,,,22627,9999,1,,0,0,1,T,Glistening Green Leaves,4,11007004
0,0,0,0,11007000,tr_ch07_m,,1,1,2,,,23761,9999,1,,0,0,1,T,Glistening Green Leaves,5,11007005
0,0,0,0,11007000,tr_ch07_m,,1,1,2,,,25063,9999,1,,0,0,1,T,Glistening Green Leaves,6,11007006
0,0,0,0,11007000,tr_ch07_m,,1,1,2,,,26533,9999,1,,0,0,1,T,Glistening Green Leaves,7,11007007
0,0,0,0,11007000,tr_ch07_m,,1,1,2,,,28054,9999,1,,0,0,1,T,Glistening Green Leaves,8,11007008
0,0,0,0,11007000,tr_ch07_m,,1,1,2,,,29731,9999,1,,0,0,1,T,Glistening Green Leaves,9,11007009
0,105,0,0,1100700,tr_ch07,,0,1,2,,,10380,35,1,,0,0,1,T,Tree Leaf,1,1100701
0,0,0,0,11007000,tr_ch07_m,,1,1,2,,,31564,9999,1,,0,0,1,T,Glistening Green Leaves,10,11007010
0,0,0,0,1100700,tr_ch07,,0,1,2,,,11010,11010,1,,0,0,1,T,Tree Leaf,2,1100702
0,0,0,0,1100700,tr_ch07,,0,1,2,,,11808,11808,1,,0,0,1,T,Tree Leaf,3,1100703
0,0,0,0,1100700,tr_ch07,,0,1,2,,,12774,12774,1,,0,0,1,T,Tree Leaf,4,1100704
0,0,0,0,1100700,tr_ch07,,0,1,2,,,13908,13908,1,,0,0,1,T,Tree Leaf,5,1100705
0,0,0,0,1100700,tr_ch07,,0,1,2,,,15210,15210,1,,0,0,1,T,Tree Leaf,6,1100706
0,0,0,0,1100700,tr_ch07,,0,1,2,,,16680,16680,1,,0,0,1,T,Tree Leaf,7,1100707
0,0,0,0,1100700,tr_ch07,,0,1,2,,,18201,18201,1,,0,0,1,T,Tree Leaf,8,1100708
0,0,0,0,1100700,tr_ch07,,0,1,2,,,19878,19878,1,,0,0,1,T,Tree Leaf,9,1100709
0,0,0,0,1100700,tr_ch07,,0,1,2,,,21711,21711,1,,0,0,1,T,Tree Leaf,10,1100710
0,0,0,0,11007100,tr_ch07_m,,1,1,2,,,0,9999,1,,0,1,0,T,Blessed Glistening Green Leaves,0,11007100
0,0,0,0,11007100,tr_ch07_m,,1,1,2,,,23917,9999,1,,0,1,0,T,Blessed Glistening Green Leaves,1,11007101
0,0,0,0,11007100,tr_ch07_m,,1,1,2,,,24547,9999,1,,0,1,0,T,Blessed Glistening Green Leaves,2,11007102
0,0,0,0,11007100,tr_ch07_m,,1,1,2,,,25345,9999,1,,0,1,0,T,Blessed Glistening Green Leaves,3,11007103
0,0,0,0,11007100,tr_ch07_m,,1,1,2,,,26311,9999,1,,0,1,0,T,Blessed Glistening Green Leaves,4,11007104
0,0,0,0,11007100,tr_ch07_m,,1,1,2,,,27445,9999,1,,0,1,0,T,Blessed Glistening Green Leaves,5,11007105
0,0,0,0,11007100,tr_ch07_m,,1,1,2,,,28747,9999,1,,0,1,0,T,Blessed Glistening Green Leaves,6,11007106
0,0,0,0,11007100,tr_ch07_m,,1,1,2,,,30217,9999,1,,0,1,0,T,Blessed Glistening Green Leaves,7,11007107
0,0,0,0,11007100,tr_ch07_m,,1,1,2,,,31738,9999,1,,0,1,0,T,Blessed Glistening Green Leaves,8,11007108
0,0,0,0,11007100,tr_ch07_m,,1,1,2,,,33415,9999,1,,0,1,0,T,Blessed Glistening Green Leaves,9,11007109
0,0,0,0,11007100,tr_ch07_m,,1,1,2,,,35248,9999,1,,0,1,0,T,Blessed Glistening Green Leaves,10,11007110
0,0,0,0,1100800,tr_ch08,,0,1,2,,,0,0,1,,0,0,1,T,Ruby Ring,0,1100800
0,0,0,0,11008000,tr_ch08_m,,1,1,2,,,0,9999,1,,0,0,1,T,Gleaming Choco Ring,0,11008000
0,0,0,0,11008000,tr_ch08_m,,1,1,2,,,12993,9999,1,,0,0,1,T,Gleaming Choco Ring,1,11008001
