end_dt,event,group_seq,method,prob,qty,ratio,reward,reward_condition,reward_stuff_seq,reward_stuff_seq_set,start_dt,tag,_key
NULL,DAILY,1105100,PROB,5000,1,0,BS,,0,211 | 212 | 213 | 214 | 215,NULL,10,1105110
NULL,DAILY,1203800,PROB,0,0,0,E,,0,,NULL,0,1203800
NULL,DAILY,1203800,PROB,1500,1,0,E,,0,,NULL,1,1203801
NULL,DAILY,1203800,PROB,2000,1,0,E,,0,,NULL,2,1203802
NULL,DAILY,1203800,PROB,2500,1,0,E,,0,,NULL,3,1203803
NULL,DAILY,1203800,PROB,3000,1,0,E,,0,,NULL,4,1203804
NULL,DAILY,1203800,PROB,3500,1,0,E,,0,,NULL,5,1203805
NULL,DAILY,1203800,PROB,4000,1,0,E,,0,,NULL,6,1203806
NULL,DAILY,1203800,PROB,4500,1,0,E,,0,,NULL,7,1203807
NULL,DAILY,1203800,PROB,5000,1,0,E,,0,,NULL,8,1203808
NULL,DAILY,1203800,PROB,5500,1,0,E,,0,,NULL,9,1203809
NULL,DAILY,1203800,PROB,6000,1,0,E,,0,,NULL,10,1203810
NULL,DAILY,1204900,PROB,0,0,0,E,,0,,NULL,0,1204900
NULL,DAILY,1204900,PROB,1500,1,0,E,,0,,NULL,1,1204901
NULL,DAILY,1204900,PROB,2000,1,0,E,,0,,NULL,2,1204902
NULL,DAILY,1204900,PROB,2500,1,0,E,,0,,NULL,3,1204903
NULL,DAILY,1204900,PROB,3000,1,0,E,,0,,NULL,4,1204904
NULL,DAILY,1204900,PROB,3500,1,0,E,,0,,NULL,5,1204905
NULL,DAILY,1204900,PROB,4000,1,0,E,,0,,NULL,6,1204906
NULL,DAILY,1204900,PROB,4500,1,0,E,,0,,NULL,7,1204907
NULL,DAILY,1204900,PROB,5000,1,0,E,,0,,NULL,8,1204908
NULL,DAILY,1204900,PROB,5500,1,0,E,,0,,NULL,9,1204909
NULL,DAILY,1204900,PROB,6000,1,0,E,,0,,NULL,10,1204910
NULL,DAILY,1205300,PROB,0,0,0,PW,,0,,NULL,0,1205300
NULL,DAILY,1205300,PROB,2500,150,0,PW,,0,,NULL,1,1205301
NULL,DAILY,1205300,PROB,2700,150,0,PW,,0,,NULL,2,1205302
NULL,DAILY,1205300,PROB,2900,150,0,PW,,0,,NULL,3,1205303
NULL,DAILY,1205300,PROB,3200,150,0,PW,,0,,NULL,4,1205304
NULL,DAILY,1205300,PROB,3500,150,0,PW,,0,,NULL,5,1205305
NULL,DAILY,1205300,PROB,3800,150,0,PW,,0,,NULL,6,1205306
NULL,DAILY,1205300,PROB,4100,150,0,PW,,0,,NULL,7,1205307
NULL,DAILY,1205300,PROB,4400,150,0,PW,,0,,NULL,8,1205308
NULL,DAILY,1205300,PROB,4700,150,0,PW,,0,,NULL,9,1205309
NULL,DAILY,1205300,PROB,5000,150,0,PW,,0,,NULL,10,1205310
NULL,DAILY,1208300,PROB,0,0,0,E,,0,,NULL,0,1208300
NULL,DAILY,1208300,PROB,100,11,0,E,,0,,NULL,1,1208301
NULL,DAILY,1208300,PROB,200,11,0,E,,0,,NULL,2,1208302
NULL,DAILY,1208300,PROB,300,11,0,E,,0,,NULL,3,1208303
NULL,DAILY,1208300,PROB,400,11,0,E,,0,,NULL,4,1208304
NULL,DAILY,1208300,PROB,500,11,0,E,,0,,NULL,5,1208305
NULL,DAILY,1208300,PROB,600,11,0,E,,0,,NULL,6,1208306
NULL,DAILY,1208300,PROB,700,11,0,E,,0,,NULL,7,1208307
NULL,DAILY,1208300,PROB,800,11,0,E,,0,,NULL,8,1208308
NULL,DAILY,1208300,PROB,900,11,0,E,,0,,NULL,9,1208309
NULL,DAILY,1208300,PROB,1100,11,0,E,,0,,NULL,10,1208310
NULL,DAILY,1300400,PROB,0,0,0,E,,0,,NULL,0,1300400
NULL,DAILY,1300400,PROB,500,2,0,E,,0,,NULL,1,1300401
NULL,DAILY,1300400,PROB,1000,2,0,E,,0,,NULL,2,1300402
NULL,DAILY,1300400,PROB,1500,2,0,E,,0,,NULL,3,1300403
NULL,DAILY,1300400,PROB,2000,2,0,E,,0,,NULL,4,1300404
NULL,DAILY,1300400,PROB,2500,2,0,E,,0,,NULL,5,1300405
NULL,DAILY,1300400,PROB,3000,2,0,E,,0,,NULL,6,1300406
NULL,DAILY,1300400,PROB,3500,2,0,E,,0,,NULL,7,1300407
NULL,DAILY,1300400,PROB,4000,2,0,E,,0,,NULL,8,1300408
NULL,DAILY,1300400,PROB,4500,2,0,E,,0,,NULL,9,1300409
NULL,DAILY,1300400,PROB,5000,2,0,E,,0,,NULL,10,1300410
NULL,DAILY,1300500,PROB,0,0,0,I,,0,,NULL,0,1300500
NULL,DAILY,1300500,PROB,500,3000,0,I,,0,,NULL,1,1300501
NULL,DAILY,1300500,PROB,1000,3000,0,I,,0,,NULL,2,1300502
NULL,DAILY,1300500,PROB,1500,3000,0,I,,0,,NULL,3,1300503
NULL,DAILY,1300500,PROB,2000,3000,0,I,,0,,NULL,4,1300504
NULL,DAILY,1300500,PROB,2500,3000,0,I,,0,,NULL,5,1300505
NULL,DAILY,1300500,PROB,3000,3000,0,I,,0,,NULL,6,1300506
NULL,DAILY,1300500,PROB,3500,3000,0,I,,0,,NULL,7,1300507
NULL,DAILY,1300500,PROB,4000,3000,0,I,,0,,NULL,8,1300508
NULL,DAILY,1300500,PROB,4500,3000,0,I,,0,,NULL,9,1300509
NULL,DAILY,1300500,PROB,5000,3000,0,I,,0,,NULL,10,1300510
NULL,DAILY,1300600,PROB,0,0,0,A,,0,,NULL,0,1300600
NULL,DAILY,1300600,PROB,500,200,0,A,,0,,NULL,1,1300601
NULL,DAILY,1300600,PROB,1000,200,0,A,,0,,NULL,2,1300602
NULL,DAILY,1300600,PROB,1500,200,0,A,,0,,NULL,3,1300603
NULL,DAILY,1300600,PROB,2000,200,0,A,,0,,NULL,4,1300604
NULL,DAILY,1300600,PROB,2500,200,0,A,,0,,NULL,5,1300605
NULL,DAILY,1300600,PROB,3000,200,0,A,,0,,NULL,6,1300606
NULL,DAILY,1300600,PROB,3500,200,0,A,,0,,NULL,7,1300607
NULL,DAILY,1300600,PROB,4000,200,0,A,,0,,NULL,8,1300608
NULL,DAILY,1300600,PROB,4500,200,0,A,,0,,NULL,9,1300609
NULL,DAILY,1300600,PROB,5000,200,0,A,,0,,NULL,10,1300610
NULL,DAILY,1301300,PROB,0,0,0,E,,0,,NULL,0,1301300
NULL,DAILY,1301300,PROB,500,1,0,E,,0,,NULL,1,1301301
NULL,DAILY,1301300,PROB,1000,1,0,E,,0,,NULL,2,1301302
NULL,DAILY,1301300,PROB,1500,1,0,E,,0,,NULL,3,1301303
NULL,DAILY,1301300,PROB,2000,1,0,E,,0,,NULL,4,1301304
NULL,DAILY,1301300,PROB,2500,1,0,E,,0,,NULL,5,1301305
NULL,DAILY,1301300,PROB,3000,1,0,E,,0,,NULL,6,1301306
NULL,DAILY,1301300,PROB,3500,1,0,E,,0,,NULL,7,1301307
NULL,DAILY,1301300,PROB,4000,1,0,E,,0,,NULL,8,1301308
NULL,DAILY,1301300,PROB,4500,1,0,E,,0,,NULL,9,1301309
NULL,DAILY,1301300,PROB,5000,1,0,E,,0,,NULL,10,1301310
NULL,DAILY,1301400,PROB,0,0,0,I,,0,,NULL,0,1301400
NULL,DAILY,1301400,PROB,500,1500,0,I,,0,,NULL,1,1301401
NULL,DAILY,1301400,PROB,1000,1500,0,I,,0,,NULL,2,1301402
NULL,DAILY,1301400,PROB,1500,1500,0,I,,0,,NULL,3,1301403
NULL,DAILY,1301400,PROB,2000,1500,0,I,,0,,NULL,4,1301404
NULL,DAILY,1301400,PROB,2500,1500,0,I,,0,,NULL,5,1301405
NULL,DAILY,1301400,PROB,3000,1500,0,I,,0,,NULL,6,1301406
NULL,DAILY,1301400,PROB,3500,1500,0,I,,0,,NULL,7,1301407
NULL,DAILY,1301400,PROB,4000,1500,0,I,,0,,NULL,8,1301408
NULL,DAILY,1301400,PROB,4500,1500,0,I,,0,,NULL,9,1301409
NULL,DAILY,1301400,PROB,5000,1500,0,I,,0,,NULL,10,1301410
NULL,DAILY,1301500,PROB,0,0,0,A,,0,,NULL,0,1301500
NULL,DAILY,1301500,PROB,500,100,0,A,,0,,NULL,1,1301501
NULL,DAILY,1301500,PROB,1000,100,0,A,,0,,NULL,2,1301502
NULL,DAILY,1301500,PROB,1500,100,0,A,,0,,NULL,3,1301503
NULL,DAILY,1301500,PROB,2000,100,0,A,,0,,NULL,4,1301504
NULL,DAILY,1301500,PROB,2500,100,0,A,,0,,NULL,5,1301505
NULL,DAILY,1301500,PROB,3000,100,0,A,,0,,NULL,6,1301506
NULL,DAILY,1301500,PROB,3500,100,0,A,,0,,NULL,7,1301507
NULL,DAILY,1301500,PROB,4000,100,0,A,,0,,NULL,8,1301508
NULL,DAILY,1301500,PROB,4500,100,0,A,,0,,NULL,9,1301509
NULL,DAILY,1301500,PROB,5000,100,0,A,,0,,NULL,10,1301510
NULL,DAILY,1302400,PROB,0,0,0,B,,0,,NULL,0,1302400
NULL,DAILY,1302400,PROB,400,1,0,B,,215,,NULL,1,1302401
NULL,DAILY,1302400,PROB,600,1,0,B,,215,,NULL,2,1302402
NULL,DAILY,1302400,PROB,800,1,0,B,,215,,NULL,3,1302403
NULL,DAILY,1302400,PROB,1000,1,0,B,,215,,NULL,4,1302404
NULL,DAILY,1302400,PROB,1200,1,0,B,,215,,NULL,5,1302405
NULL,DAILY,1302400,PROB,1400,1,0,B,,215,,NULL,6,1302406
NULL,DAILY,1302400,PROB,1600,1,0,B,,215,,NULL,7,1302407
NULL,DAILY,1302400,PROB,1800,1,0,B,,215,,NULL,8,1302408
NULL,DAILY,1302400,PROB,2000,1,0,B,,215,,NULL,9,1302409
NULL,DAILY,1302400,PROB,2200,1,0,B,,215,,NULL,10,1302410
NULL,DAILY,1302500,PROB,0,0,0,B,,0,,NULL,0,1302500
NULL,DAILY,1302500,PROB,400,1,0,B,,214,,NULL,1,1302501
NULL,DAILY,1302500,PROB,600,1,0,B,,214,,NULL,2,1302502
NULL,DAILY,1302500,PROB,800,1,0,B,,214,,NULL,3,1302503
NULL,DAILY,1302500,PROB,1000,1,0,B,,214,,NULL,4,1302504
NULL,DAILY,1302500,PROB,1200,1,0,B,,214,,NULL,5,1302505
NULL,DAILY,1302500,PROB,1400,1,0,B,,214,,NULL,6,1302506
NULL,DAILY,1302500,PROB,1600,1,0,B,,214,,NULL,7,1302507
NULL,DAILY,1302500,PROB,1800,1,0,B,,214,,NULL,8,1302508
NULL,DAILY,1302500,PROB,2000,1,0,B,,214,,NULL,9,1302509
NULL,DAILY,1302500,PROB,2200,1,0,B,,214,,NULL,10,1302510
NULL,DAILY,1302600,PROB,0,0,0,B,,0,,NULL,0,1302600
NULL,DAILY,1302600,PROB,400,1,0,B,,211,,NULL,1,1302601
NULL,DAILY,1302600,PROB,600,1,0,B,,211,,NULL,2,1302602
NULL,DAILY,1302600,PROB,800,1,0,B,,211,,NULL,3,1302603
NULL,DAILY,1302600,PROB,1000,1,0,B,,211,,NULL,4,1302604
NULL,DAILY,1302600,PROB,1200,1,0,B,,211,,NULL,5,1302605
NULL,DAILY,1302600,PROB,1400,1,0,B,,211,,NULL,6,1302606
NULL,DAILY,1302600,PROB,1600,1,0,B,,211,,NULL,7,1302607
NULL,DAILY,1302600,PROB,1800,1,0,B,,211,,NULL,8,1302608
NULL,DAILY,1302600,PROB,2000,1,0,B,,211,,NULL,9,1302609
NULL,DAILY,1302600,PROB,2200,1,0,B,,211,,NULL,10,1302610
NULL,DAILY,1302700,PROB,0,0,0,B,,0,,NULL,0,1302700
NULL,DAILY,1302700,PROB,400,1,0,B,,212,,NULL,1,1302701
NULL,DAILY,1302700,PROB,600,1,0,B,,212,,NULL,2,1302702
NULL,DAILY,1302700,PROB,800,1,0,B,,212,,NULL,3,1302703
NULL,DAILY,1302700,PROB,1000,1,0,B,,212,,NULL,4,1302704
NULL,DAILY,1302700,PROB,1200,1,0,B,,212,,NULL,5,1302705
NULL,DAILY,1302700,PROB,1400,1,0,B,,212,,NULL,6,1302706
NULL,DAILY,1302700,PROB,1600,1,0,B,,212,,NULL,7,1302707
NULL,DAILY,1302700,PROB,1800,1,0,B,,212,,NULL,8,1302708
NULL,DAILY,1302700,PROB,2000,1,0,B,,212,,NULL,9,1302709
NULL,DAILY,1302700,PROB,2200,1,0,B,,212,,NULL,10,1302710
NULL,DAILY,1302800,PROB,0,0,0,B,,0,,NULL,0,1302800
NULL,DAILY,1302800,PROB,400,1,0,B,,213,,NULL,1,1302801
NULL,DAILY,1302800,PROB,600,1,0,B,,213,,NULL,2,1302802
NULL,DAILY,1302800,PROB,800,1,0,B,,213,,NULL,3,1302803
NULL,DAILY,1302800,PROB,1000,1,0,B,,213,,NULL,4,1302804
NULL,DAILY,1302800,PROB,1200,1,0,B,,213,,NULL,5,1302805
NULL,DAILY,1302800,PROB,1400,1,0,B,,213,,NULL,6,1302806
NULL,DAILY,1302800,PROB,1600,1,0,B,,213,,NULL,7,1302807
NULL,DAILY,1302800,PROB,1800,1,0,B,,213,,NULL,8,1302808
NULL,DAILY,1302800,PROB,2000,1,0,B,,213,,NULL,9,1302809
NULL,DAILY,1302800,PROB,2200,1,0,B,,213,,NULL,10,1302810
NULL,DAILY,1303700,PROB,0,0,0,B,,0,,NULL,0,1303700
NULL,DAILY,1303700,PROB,200,1,0,B,,215,,NULL,1,1303701
NULL,DAILY,1303700,PROB,300,1,0,B,,215,,NULL,2,1303702
NULL,DAILY,1303700,PROB,400,1,0,B,,215,,NULL,3,1303703
NULL,DAILY,1303700,PROB,500,1,0,B,,215,,NULL,4,1303704
NULL,DAILY,1303700,PROB,600,1,0,B,,215,,NULL,5,1303705
NULL,DAILY,1303700,PROB,700,1,0,B,,215,,NULL,6,1303706
NULL,DAILY,1303700,PROB,800,1,0,B,,215,,NULL,7,1303707
NULL,DAILY,1303700,PROB,900,1,0,B,,215,,NULL,8,1303708
NULL,DAILY,1303700,PROB,1000,1,0,B,,215,,NULL,9,1303709
NULL,DAILY,1303700,PROB,1100,1,0,B,,215,,NULL,10,1303710
NULL,DAILY,1303800,PROB,0,0,0,B,,0,,NULL,0,1303800
NULL,DAILY,1303800,PROB,200,1,0,B,,214,,NULL,1,1303801
NULL,DAILY,1303800,PROB,300,1,0,B,,214,,NULL,2,1303802
NULL,DAILY,1303800,PROB,400,1,0,B,,214,,NULL,3,1303803
NULL,DAILY,1303800,PROB,500,1,0,B,,214,,NULL,4,1303804
NULL,DAILY,1303800,PROB,600,1,0,B,,214,,NULL,5,1303805
NULL,DAILY,1303800,PROB,700,1,0,B,,214,,NULL,6,1303806
NULL,DAILY,1303800,PROB,800,1,0,B,,214,,NULL,7,1303807
NULL,DAILY,1303800,PROB,900,1,0,B,,214,,NULL,8,1303808
NULL,DAILY,1303800,PROB,1000,1,0,B,,214,,NULL,9,1303809
NULL,DAILY,1303800,PROB,1100,1,0,B,,214,,NULL,10,1303810
NULL,DAILY,1303900,PROB,0,0,0,B,,0,,NULL,0,1303900
NULL,DAILY,1303900,PROB,200,1,0,B,,211,,NULL,1,1303901
NULL,DAILY,1303900,PROB,300,1,0,B,,211,,NULL,2,1303902
NULL,DAILY,1303900,PROB,400,1,0,B,,211,,NULL,3,1303903
NULL,DAILY,1303900,PROB,500,1,0,B,,211,,NULL,4,1303904
NULL,DAILY,1303900,PROB,600,1,0,B,,211,,NULL,5,1303905
NULL,DAILY,1303900,PROB,700,1,0,B,,211,,NULL,6,1303906
NULL,DAILY,1303900,PROB,800,1,0,B,,211,,NULL,7,1303907
NULL,DAILY,1303900,PROB,900,1,0,B,,211,,NULL,8,1303908
NULL,DAILY,1303900,PROB,1000,1,0,B,,211,,NULL,9,1303909
NULL,DAILY,1303900,PROB,1100,1,0,B,,211,,NULL,10,1303910
NULL,DAILY,1304000,PROB,0,0,0,B,,0,,NULL,0,1304000
NULL,DAILY,1304000,PROB,200,1,0,B,,212,,NULL,1,1304001
NULL,DAILY,1304000,PROB,300,1,0,B,,212,,NULL,2,1304002
NULL,DAILY,1304000,PROB,400,1,0,B,,212,,NULL,3,1304003
NULL,DAILY,1304000,PROB,500,1,0,B,,212,,NULL,4,1304004
NULL,DAILY,1304000,PROB,600,1,0,B,,212,,NULL,5,1304005
NULL,DAILY,1304000,PROB,700,1,0,B,,212,,NULL,6,1304006
NULL,DAILY,1304000,PROB,800,1,0,B,,212,,NULL,7,1304007
NULL,DAILY,1304000,PROB,900,1,0,B,,212,,NULL,8,1304008
NULL,DAILY,1304000,PROB,1000,1,0,B,,212,,NULL,9,1304009
NULL,DAILY,1304000,PROB,1100,1,0,B,,212,,NULL,10,1304010
NULL,DAILY,1304100,PROB,0,0,0,B,,0,,NULL,0,1304100
NULL,DAILY,1304100,PROB,200,1,0,B,,213,,NULL,1,1304101
NULL,DAILY,1304100,PROB,300,1,0,B,,213,,NULL,2,1304102
NULL,DAILY,1304100,PROB,400,1,0,B,,213,,NULL,3,1304103
NULL,DAILY,1304100,PROB,500,1,0,B,,213,,NULL,4,1304104
NULL,DAILY,1304100,PROB,600,1,0,B,,213,,NULL,5,1304105
NULL,DAILY,1304100,PROB,700,1,0,B,,213,,NULL,6,1304106
NULL,DAILY,1304100,PROB,800,1,0,B,,213,,NULL,7,1304107
NULL,DAILY,1304100,PROB,900,1,0,B,,213,,NULL,8,1304108
NULL,DAILY,1304100,PROB,1000,1,0,B,,213,,NULL,9,1304109
NULL,DAILY,1304100,PROB,1100,1,0,B,,213,,NULL,10,1304110
NULL,DAILY,1306300,PROB,0,0,0,E,,0,,NULL,0,1306300
NULL,DAILY,1306300,PROB,100,10,0,E,,0,,NULL,1,1306301
NULL,DAILY,1306300,PROB,200,10,0,E,,0,,NULL,2,1306302
NULL,DAILY,1306300,PROB,300,10,0,E,,0,,NULL,3,1306303
NULL,DAILY,1306300,PROB,400,10,0,E,,0,,NULL,4,1306304
NULL,DAILY,1306300,PROB,500,10,0,E,,0,,NULL,5,1306305
NULL,DAILY,1306300,PROB,600,10,0,E,,0,,NULL,6,1306306
NULL,DAILY,1306300,PROB,700,10,0,E,,0,,NULL,7,1306307
NULL,DAILY,1306300,PROB,800,10,0,E,,0,,NULL,8,1306308
NULL,DAILY,1306300,PROB,900,10,0,E,,0,,NULL,9,1306309
NULL,DAILY,1306300,PROB,1100,10,0,E,,0,,NULL,10,1306310
NULL,DAILY,1306400,PROB,0,0,0,E,,0,,NULL,0,1306400
NULL,DAILY,1306400,PROB,200,5,0,E,,0,,NULL,1,1306401
NULL,DAILY,1306400,PROB,400,5,0,E,,0,,NULL,2,1306402
NULL,DAILY,1306400,PROB,600,5,0,E,,0,,NULL,3,1306403
NULL,DAILY,1306400,PROB,800,5,0,E,,0,,NULL,4,1306404
NULL,DAILY,1306400,PROB,1000,5,0,E,,0,,NULL,5,1306405
NULL,DAILY,1306400,PROB,1200,5,0,E,,0,,NULL,6,1306406
NULL,DAILY,1306400,PROB,1400,5,0,E,,0,,NULL,7,1306407
NULL,DAILY,1306400,PROB,1600,5,0,E,,0,,NULL,8,1306408
NULL,DAILY,1306400,PROB,1800,5,0,E,,0,,NULL,9,1306409
NULL,DAILY,1306400,PROB,2100,5,0,E,,0,,NULL,10,1306410
NULL,DAILY,1307000,PROB,0,0,0,BS,,0,,NULL,0,1307000
NULL,DAILY,1307000,PROB,3000,1,0,BS,,0,211 | 212 | 213 | 214 | 215,NULL,1,1307001
NULL,DAILY,1307000,PROB,3200,1,0,BS,,0,211 | 212 | 213 | 214 | 215,NULL,2,1307002
NULL,DAILY,1307000,PROB,3400,1,0,BS,,0,211 | 212 | 213 | 214 | 215,NULL,3,1307003
NULL,DAILY,1307000,PROB,3600,1,0,BS,,0,211 | 212 | 213 | 214 | 215,NULL,4,1307004
NULL,DAILY,1307000,PROB,3800,1,0,BS,,0,211 | 212 | 213 | 214 | 215,NULL,5,1307005
NULL,DAILY,1307000,PROB,4000,1,0,BS,,0,211 | 212 | 213 | 214 | 215,NULL,6,1307006
NULL,DAILY,1307000,PROB,4200,1,0,BS,,0,211 | 212 | 213 | 214 | 215,NULL,7,1307007
NULL,DAILY,1307000,PROB,4400,1,0,BS,,0,211 | 212 | 213 | 214 | 215,NULL,8,1307008
NULL,DAILY,1307000,PROB,4700,1,0,BS,,0,211 | 212 | 213 | 214 | 215,NULL,9,1307009
NULL,DAILY,1307000,PROB,5000,1,0,BS,,0,211 | 212 | 213 | 214 | 215,NULL,10,1307010
NULL,DAILY,1308600,PROB,0,0,0,B,,0,,NULL,0,1308600
NULL,DAILY,1308600,PROB,1000,1,0,B,,214,,NULL,1,1308601
NULL,DAILY,1308600,PROB,1300,1,0,B,,214,,NULL,2,1308602
NULL,DAILY,1308600,PROB,1600,1,0,B,,214,,NULL,3,1308603
NULL,DAILY,1308600,PROB,1900,1,0,B,,214,,NULL,4,1308604
NULL,DAILY,1308600,PROB,2200,1,0,B,,214,,NULL,5,1308605
NULL,DAILY,1308600,PROB,2500,1,0,B,,214,,NULL,6,1308606
NULL,DAILY,1308600,PROB,2800,1,0,B,,214,,NULL,7,1308607
NULL,DAILY,1308600,PROB,3100,1,0,B,,214,,NULL,8,1308608
NULL,DAILY,1308600,PROB,3500,1,0,B,,214,,NULL,9,1308609
NULL,DAILY,1308600,PROB,4000,1,0,B,,214,,NULL,10,1308610
NULL,DAILY,1308700,PROB,0,0,0,B,,0,,NULL,0,1308700
NULL,DAILY,1308700,PROB,1000,1,0,B,,212,,NULL,1,1308701
NULL,DAILY,1308700,PROB,1300,1,0,B,,212,,NULL,2,1308702
NULL,DAILY,1308700,PROB,1600,1,0,B,,212,,NULL,3,1308703
NULL,DAILY,1308700,PROB,1900,1,0,B,,212,,NULL,4,1308704
NULL,DAILY,1308700,PROB,2200,1,0,B,,212,,NULL,5,1308705
NULL,DAILY,1308700,PROB,2500,1,0,B,,212,,NULL,6,1308706
NULL,DAILY,1308700,PROB,2800,1,0,B,,212,,NULL,7,1308707
NULL,DAILY,1308700,PROB,3100,1,0,B,,212,,NULL,8,1308708
NULL,DAILY,1308700,PROB,3500,1,0,B,,212,,NULL,9,1308709
NULL,DAILY,1308700,PROB,4000,1,0,B,,212,,NULL,10,1308710
NULL,DAILY,1308800,PROB,0,0,0,B,,0,,NULL,0,1308800
NULL,DAILY,1308800,PROB,1000,1,0,B,,211,,NULL,1,1308801
NULL,DAILY,1308800,PROB,1300,1,0,B,,211,,NULL,2,1308802
NULL,DAILY,1308800,PROB,1600,1,0,B,,211,,NULL,3,1308803
NULL,DAILY,1308800,PROB,1900,1,0,B,,211,,NULL,4,1308804
NULL,DAILY,1308800,PROB,2200,1,0,B,,211,,NULL,5,1308805
NULL,DAILY,1308800,PROB,2500,1,0,B,,211,,NULL,6,1308806
NULL,DAILY,1308800,PROB,2800,1,0,B,,211,,NULL,7,1308807
NULL,DAILY,1308800,PROB,3100,1,0,B,,211,,NULL,8,1308808
NULL,DAILY,1308800,PROB,3500,1,0,B,,211,,NULL,9,1308809
NULL,DAILY,1308800,PROB,4000,1,0,B,,211,,NULL,10,1308810
NULL,DAILY,1308900,PROB,0,0,0,B,,0,,NULL,0,1308900
NULL,DAILY,1308900,PROB,1000,1,0,B,,215,,NULL,1,1308901
NULL,DAILY,1308900,PROB,1300,1,0,B,,215,,NULL,2,1308902
NULL,DAILY,1308900,PROB,1600,1,0,B,,215,,NULL,3,1308903
NULL,DAILY,1308900,PROB,1900,1,0,B,,215,,NULL,4,1308904
NULL,DAILY,1308900,PROB,2200,1,0,B,,215,,NULL,5,1308905
NULL,DAILY,1308900,PROB,2500,1,0,B,,215,,NULL,6,1308906
NULL,DAILY,1308900,PROB,2800,1,0,B,,215,,NULL,7,1308907
NULL,DAILY,1308900,PROB,3100,1,0,B,,215,,NULL,8,1308908
NULL,DAILY,1308900,PROB,3500,1,0,B,,215,,NULL,9,1308909
NULL,DAILY,1308900,PROB,4000,1,0,B,,215,,NULL,10,1308910
NULL,DAILY,1309000,PROB,0,0,0,B,,0,,NULL,0,1309000
NULL,DAILY,1309000,PROB,1000,1,0,B,,213,,NULL,1,1309001
NULL,DAILY,1309000,PROB,1300,1,0,B,,213,,NULL,2,1309002
NULL,DAILY,1309000,PROB,1600,1,0,B,,213,,NULL,3,1309003
NULL,DAILY,1309000,PROB,1900,1,0,B,,213,,NULL,4,1309004
NULL,DAILY,1309000,PROB,2200,1,0,B,,213,,NULL,5,1309005
NULL,DAILY,1309000,PROB,2500,1,0,B,,213,,NULL,6,1309006
NULL,DAILY,1309000,PROB,2800,1,0,B,,213,,NULL,7,1309007
NULL,DAILY,1309000,PROB,3100,1,0,B,,213,,NULL,8,1309008
