CondCookieId,CondEpisodeId,CondPetId,CondStageNum,CondTimeEnd,CondTimeStart,Id_1,Id_2,Id_3,Id_4,Id_5,ResultIcon,SubKey_1,SubKey_2,SubKey_3,SubKey_4,SubKey_5,Value_1,Value_2,Value_3,Value_4,Value_5,_key
107206,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1029
0,502,0,47,0,0,5013,5014,1177,,,0,0,0,0,,,1,1,1,,,103
107206,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1030
107207,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1031
107207,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1032
107207,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1033
107207,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1034
107207,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1035
107208,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1036
107208,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1037
107208,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1038
107208,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1039
0,502,0,48,0,0,5001,5003,,5011,,0,0,0,,0,,40,1,,1,,104
107208,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1040
102801,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1041
102801,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1042
102801,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1043
102801,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1044
102801,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1045
102802,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1046
102802,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1047
102802,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1048
102802,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1049
0,502,0,48,0,0,5013,5014,1177,,,0,0,0,0,,,1,1,1,,,105
102802,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1050
102803,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1051
102803,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1052
102803,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1053
102803,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1054
102803,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1055
102804,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1056
102804,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1057
102804,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1058
102804,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1059
0,502,0,49,0,0,5001,5003,5010,5011,,0,0,0,0,0,,35,1,1,1,,106
102804,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1060
102805,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1061
102805,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1062
102805,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1063
102805,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1064
102805,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1065
102806,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1066
102806,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1067
102806,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1068
102806,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1069
0,502,0,49,0,0,5013,5014,1177,,,0,0,0,0,,,1,1,1,,,107
102806,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1070
102807,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1071
102807,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1072
102807,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1073
102807,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1074
102807,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1075
102808,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1076
102808,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1077
102808,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1078
102808,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1079
0,502,0,50,0,0,5001,5003,5010,5011,,0,0,0,0,0,,30,1,1,1,,108
102808,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1080
104801,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1081
104801,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1082
104801,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1083
104801,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1084
104801,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1085
104802,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1086
104802,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1087
104802,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1088
104802,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1089
0,502,0,50,0,0,5013,5014,1177,5015,,0,0,0,0,0,,1,1,1,1,,109
104802,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1090
104803,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1091
104803,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1092
104803,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1093
104803,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1094
104803,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1095
104804,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1096
104804,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1097
104804,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1098
104804,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1099
0,502,0,1,0,0,5013,5014,1177,,,0,0,0,0,,,1,1,1,,,11
0,502,0,51,0,0,5001,5003,5010,5011,,0,0,0,0,0,,40,1,1,1,,110
104804,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1100
104805,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1101
104805,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1102
104805,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1103
104805,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1104
104805,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1105
104806,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1106
104806,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1107
104806,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1108
104806,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1109
0,502,0,51,0,0,5013,5014,1177,,5017,0,0,0,0,,0,1,1,1,,1,111
104806,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1110
104807,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1111
104807,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1112
104807,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1113
104807,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1114
104807,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1115
104808,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1116
104808,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1117
104808,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1118
104808,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1119
0,502,0,52,0,0,5001,5003,5010,5011,,0,0,0,0,0,,40,1,1,1,,112
104808,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1120
101201,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1121
101201,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1122
101201,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1123
101201,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1124
101201,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1125
101202,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1126
101202,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1127
101202,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1128
101202,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1129
0,502,0,52,0,0,5013,5014,1177,,5017,0,0,0,0,,0,1,1,1,,1,113
101202,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1130
101203,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1131
101203,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1132
101203,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1133
101203,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1134
101203,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1135
101204,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1136
101204,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1137
101204,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1138
101204,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1139
0,502,0,53,0,0,5001,5003,5010,5011,,0,0,0,0,0,,40,1,1,1,,114
101204,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1140
101205,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1141
101205,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1142
101205,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1143
101205,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1144
101205,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1145
101206,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1146
101206,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1147
101206,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1148
101206,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1149
0,502,0,53,0,0,5013,5014,1177,,5017,0,0,0,0,,0,1,1,1,,1,115
101206,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1150
101207,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1151
101207,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1152
101207,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1153
101207,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1154
101207,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1155
101208,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1156
101208,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1157
101208,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1158
101208,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1159
0,502,0,54,0,0,5001,5003,5010,5011,,0,0,0,0,0,,33,1,1,1,,116
101208,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1160
103001,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1161
103001,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1162
103001,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1163
103001,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1164
103001,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1165
103002,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1166
103002,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1167
103002,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1168
103002,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1169
0,502,0,54,0,0,5013,5014,1177,,5017,0,0,0,0,,0,1,1,1,,1,117
103002,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1170
103003,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1171
103003,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1172
103003,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1173
103003,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1174
103003,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1175
103004,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1176
103004,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1177
103004,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1178
103004,4,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1179
0,502,0,55,0,0,5001,5003,5010,5011,,0,0,0,0,0,,40,1,1,1,,118
103004,5,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1180
103005,1,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1181
103005,2,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1182
103005,3,0,,2024-05-12 23:59:59,2024-05-04 00:00:01,1004,1005,,,,result_event1.png,0,0,,,,1100,1100,,,,1183
