event_stuff_probability,gashapon_status,group_seq,is_seasonal_gashapon,set_name,stuff_probability,stuff_seq,_key
,1,7330005,1,Artifact_SEp1,1000,40501,40501009
,1,7220080,1,Artifact_SEp1,1000,40501,40501010
,1,7402500,1,Artifact_SEp1,1000,40501,40501011
,1,7330010,1,Artifact_SEp1,1000,40501,40501012
,1,1508001,1,Artifact_SEp2,1000,40502,40502000
,1,853,1,Artifact_SEp2,1000,40502,40502001
,1,7770015,1,Artifact_SEp2,1000,40502,40502002
,1,7770010,1,Artifact_SEp2,1000,40502,40502003
,1,8035000,1,Artifact_SEp2,1000,40502,40502004
,1,8025000,1,Artifact_SEp2,1000,40502,40502005
,1,7401000,1,Artifact_SEp2,1000,40502,40502006
,1,7400800,1,Artifact_SEp2,1000,40502,40502007
,1,7330007,1,Artifact_SEp2,1000,40502,40502008
,1,7330005,1,Artifact_SEp2,1000,40502,40502009
,1,7220080,1,Artifact_SEp2,1000,40502,40502010
,1,7402500,1,Artifact_SEp2,1000,40502,40502011
,1,7330010,1,Artifact_SEp2,1000,40502,40502012
,1,1518101,1,Artifact_SEp3,1000,40503,40503000
,1,853,1,Artifact_SEp3,1000,40503,40503001
,1,7770015,1,Artifact_SEp3,1000,40503,40503002
,1,7770010,1,Artifact_SEp3,1000,40503,40503003
,1,8035000,1,Artifact_SEp3,1000,40503,40503004
,1,8025000,1,Artifact_SEp3,1000,40503,40503005
,1,7401000,1,Artifact_SEp3,1000,40503,40503006
,1,7400800,1,Artifact_SEp3,1000,40503,40503007
,1,7330007,1,Artifact_SEp3,1000,40503,40503008
,1,7330005,1,Artifact_SEp3,1000,40503,40503009
,1,7220080,1,Artifact_SEp3,1000,40503,40503010
,1,7402500,1,Artifact_SEp3,1000,40503,40503011
,1,7330010,1,Artifact_SEp3,1000,40503,40503012
,1,8010000,1,AR_Ep1,380,41001,41001000
,1,8011000,1,AR_Ep1,320,41001,41001001
,1,8012000,1,AR_Ep1,235,41001,41001002
,1,8013000,1,AR_Ep1,200,41001,41001003
,1,8014000,1,AR_Ep1,170,41001,41001004
,1,8015000,1,AR_Ep1,70,41001,41001005
,1,8010000,1,AR_Ep2,550,41002,41002000
,1,8012000,1,AR_Ep2,420,41002,41002001
,1,8014000,1,AR_Ep2,300,41002,41002002
,1,8016000,1,AR_Ep2,200,41002,41002003
,1,8018000,1,AR_Ep2,150,41002,41002004
,1,8020000,1,AR_Ep2,60,41002,41002005
,1,8010000,1,AR_Ep3,660,41003,41003000
,1,8013000,1,AR_Ep3,500,41003,41003001
,1,8016000,1,AR_Ep3,230,41003,41003002
,1,8019000,1,AR_Ep3,180,41003,41003003
,1,8022000,1,AR_Ep3,140,41003,41003004
,1,8025000,1,AR_Ep3,60,41003,41003005
,1,8010000,1,AR_Ep4,660,41004,41004000
,1,8013000,1,AR_Ep4,500,41004,41004001
,1,8016000,1,AR_Ep4,230,41004,41004002
,1,8019000,1,AR_Ep4,180,41004,41004003
,1,8022000,1,AR_Ep4,140,41004,41004004
,1,8025000,1,AR_Ep4,60,41004,41004005
,1,8010000,1,AR_Ep5,660,41005,41005000
,1,8013000,1,AR_Ep5,500,41005,41005001
,1,8016000,1,AR_Ep5,230,41005,41005002
,1,8019000,1,AR_Ep5,180,41005,41005003
,1,8022000,1,AR_Ep5,140,41005,41005004
,1,8025000,1,AR_Ep5,60,41005,41005005
,1,8010000,1,AR_Ep6,660,41006,41006000
,1,8013000,1,AR_Ep6,500,41006,41006001
,1,8016000,1,AR_Ep6,230,41006,41006002
,1,8019000,1,AR_Ep6,180,41006,41006003
,1,8022000,1,AR_Ep6,140,41006,41006004
,1,8025000,1,AR_Ep6,60,41006,41006005
,1,8010000,1,AR_SEp1,550,41501,41501000
,1,8012000,1,AR_SEp1,420,41501,41501001
,1,8014000,1,AR_SEp1,300,41501,41501002
,1,8016000,1,AR_SEp1,200,41501,41501003
,1,8018000,1,AR_SEp1,150,41501,41501004
,1,8020000,1,AR_SEp1,60,41501,41501005
,1,8010000,1,AR_SEp2,550,41502,41502000
,1,8012000,1,AR_SEp2,420,41502,41502001
,1,8014000,1,AR_SEp2,300,41502,41502002
,1,8016000,1,AR_SEp2,200,41502,41502003
,1,8018000,1,AR_SEp2,150,41502,41502004
,1,8020000,1,AR_SEp2,60,41502,41502005
,1,8010000,1,AR_SEp3,550,41503,41503000
,1,8012000,1,AR_SEp3,420,41503,41503001
,1,8014000,1,AR_SEp3,300,41503,41503002
,1,8016000,1,AR_SEp3,200,41503,41503003
,1,8018000,1,AR_SEp3,150,41503,41503004
,1,8020000,1,AR_SEp3,60,41503,41503005
,1,853,1,FriendGasha,300,50001,50001000
,1,7770010,1,FriendGasha,100,50001,50001001
,1,7770007,1,FriendGasha,300,50001,50001002
,1,7770005,1,FriendGasha,1000,50001,50001003
,1,7770003,1,FriendGasha,3500,50001,50001004
,1,8020000,1,FriendGasha,1500,50001,50001005
,1,8015000,1,FriendGasha,1800,50001,50001006
,1,8010000,1,FriendGasha,1000,50001,50001007
,1,7110500,1,FriendGasha,500,50001,50001008
,1,8005000,1,EventReplace,440,60002,60002000
,1,8006000,1,EventReplace,240,60002,60002001
,1,8007000,1,EventReplace,170,60002,60002002
,1,8008000,1,EventReplace,110,60002,60002003
,1,8010000,1,EventReplace,40,60002,60002004
,1,8015000,1,EventReplace,10,60002,60002005
,1,2001502,1,EvGacha_20170116,1000,60003,60003000
,1,7770020,1,EvGacha_20170116,1000,60003,60003001
,1,7403000,1,EvGacha_20170116,1000,60003,60003002
,1,853,1,EvGacha_20170116,1000,60003,60003003
,1,80003,1,EvGacha_20170116,1000,60003,60003004
,1,80002,1,EvGacha_20170116,1000,60003,60003005
,1,7220050,1,EvGacha_20170116,1000,60003,60003006
,1,7401500,1,EvGacha_20170116,1000,60003,60003007
,1,7770010,1,EvGacha_20170116,1000,60003,60003008
,1,8020000,1,EvGacha_20170116,1000,60003,60003009
,1,7330010,1,EvGacha_20170116,1000,60003,60003010
,1,8030000,1,EvGacha_20170116,1000,60003,60003011
,1,2002504,1,EvGacha_20170123,1000,60004,60004000
,1,7770020,1,EvGacha_20170123,1000,60004,60004001
,1,7403000,1,EvGacha_20170123,1000,60004,60004002
,1,853,1,EvGacha_20170123,1000,60004,60004003
,1,80003,1,EvGacha_20170123,1000,60004,60004004
,1,80002,1,EvGacha_20170123,1000,60004,60004005
,1,7220050,1,EvGacha_20170123,1000,60004,60004006
,1,7401500,1,EvGacha_20170123,1000,60004,60004007
,1,7770010,1,EvGacha_20170123,1000,60004,60004008
,1,8020000,1,EvGacha_20170123,1000,60004,60004009
,1,7330010,1,EvGacha_20170123,1000,60004,60004010
,1,8030000,1,EvGacha_20170123,1000,60004,60004011
,1,2003504,1,EvGacha_20170130,1000,60005,60005000
,1,7770020,1,EvGacha_20170130,1000,60005,60005001
,1,7403000,1,EvGacha_20170130,1000,60005,60005002
,1,853,1,EvGacha_20170130,1000,60005,60005003
,1,80003,1,EvGacha_20170130,1000,60005,60005004
,1,80002,1,EvGacha_20170130,1000,60005,60005005
,1,7220050,1,EvGacha_20170130,1000,60005,60005006
,1,7401500,1,EvGacha_20170130,1000,60005,60005007
,1,7770010,1,EvGacha_20170130,1000,60005,60005008
,1,8020000,1,EvGacha_20170130,1000,60005,60005009
,1,7330010,1,EvGacha_20170130,1000,60005,60005010
,1,8030000,1,EvGacha_20170130,1000,60005,60005011
,1,2004503,1,EvGacha_20170206,1000,60006,60006000
,1,7770020,1,EvGacha_20170206,1000,60006,60006001
,1,7403000,1,EvGacha_20170206,1000,60006,60006002
,1,853,1,EvGacha_20170206,1000,60006,60006003
,1,80003,1,EvGacha_20170206,1000,60006,60006004
,1,80002,1,EvGacha_20170206,1000,60006,60006005
,1,7220050,1,EvGacha_20170206,1000,60006,60006006
,1,7401500,1,EvGacha_20170206,1000,60006,60006007
,1,7770010,1,EvGacha_20170206,1000,60006,60006008
,1,8020000,1,EvGacha_20170206,1000,60006,60006009
,1,7330010,1,EvGacha_20170206,1000,60006,60006010
,1,8030000,1,EvGacha_20170206,1000,60006,60006011
,1,2501501,1,EvGacha_20170213,1000,60007,60007000
,1,7770020,1,EvGacha_20170213,1000,60007,60007001
,1,7403000,1,EvGacha_20170213,1000,60007,60007002
,1,853,1,EvGacha_20170213,1000,60007,60007003
,1,80003,1,EvGacha_20170213,1000,60007,60007004
,1,80002,1,EvGacha_20170213,1000,60007,60007005
,1,7220050,1,EvGacha_20170213,1000,60007,60007006
,1,7401500,1,EvGacha_20170213,1000,60007,60007007
,1,7770010,1,EvGacha_20170213,1000,60007,60007008
,1,8020000,1,EvGacha_20170213,1000,60007,60007009
,1,7330010,1,EvGacha_20170213,1000,60007,60007010
,1,8030000,1,EvGacha_20170213,1000,60007,60007011
,1,2001502,1,EvGacha_20170403,1000,60008,60008000
,1,7770020,1,EvGacha_20170403,1000,60008,60008001
,1,7403000,1,EvGacha_20170403,1000,60008,60008002
,1,853,1,EvGacha_20170403,1000,60008,60008003
,1,80003,1,EvGacha_20170403,1000,60008,60008004
,1,80002,1,EvGacha_20170403,1000,60008,60008005
,1,7220050,1,EvGacha_20170403,1000,60008,60008006
,1,7401500,1,EvGacha_20170403,1000,60008,60008007
,1,7770010,1,EvGacha_20170403,1000,60008,60008008
,1,8020000,1,EvGacha_20170403,1000,60008,60008009
,1,7330010,1,EvGacha_20170403,1000,60008,60008010
,1,8030000,1,EvGacha_20170403,1000,60008,60008011
,1,2002504,1,EvGacha_20170410,1000,60009,60009000
,1,7770020,1,EvGacha_20170410,1000,60009,60009001
,1,7403000,1,EvGacha_20170410,1000,60009,60009002
,1,853,1,EvGacha_20170410,1000,60009,60009003
,1,80003,1,EvGacha_20170410,1000,60009,60009004
,1,80002,1,EvGacha_20170410,1000,60009,60009005
,1,7220050,1,EvGacha_20170410,1000,60009,60009006
,1,7401500,1,EvGacha_20170410,1000,60009,60009007
,1,7770010,1,EvGacha_20170410,1000,60009,60009008
,1,8020000,1,EvGacha_20170410,1000,60009,60009009
,1,7330010,1,EvGacha_20170410,1000,60009,60009010
,1,8030000,1,EvGacha_20170410,1000,60009,60009011
,1,2003504,1,EvGacha_20170417,1000,60010,60010000
,1,7770020,1,EvGacha_20170417,1000,60010,60010001
,1,7403000,1,EvGacha_20170417,1000,60010,60010002
,1,853,1,EvGacha_20170417,1000,60010,60010003
,1,80003,1,EvGacha_20170417,1000,60010,60010004
,1,80002,1,EvGacha_20170417,1000,60010,60010005
,1,7220050,1,EvGacha_20170417,1000,60010,60010006
,1,7401500,1,EvGacha_20170417,1000,60010,60010007
,1,7770010,1,EvGacha_20170417,1000,60010,60010008
,1,8020000,1,EvGacha_20170417,1000,60010,60010009
,1,7330010,1,EvGacha_20170417,1000,60010,60010010
,1,8030000,1,EvGacha_20170417,1000,60010,60010011
,1,700111,1,MysteryBoxGasha,6900,600101,600101000
,1,700112,1,MysteryBoxGasha,1725,600101,600101001
,1,700113,1,MysteryBoxGasha,1075,600101,600101002
,1,700114,1,MysteryBoxGasha,300,600101,600101003
,1,700121,1,MysteryBoxGasha,4400,600102,600102000
,1,700122,1,MysteryBoxGasha,3085,600102,600102001
,1,700123,1,MysteryBoxGasha,1850,600102,600102002
,1,700124,1,MysteryBoxGasha,665,600102,600102003
,1,700131,1,MysteryBoxGasha,2400,600103,600103000
,1,700132,1,MysteryBoxGasha,3480,600103,600103001
,1,700133,1,MysteryBoxGasha,2850,600103,600103002
,1,700134,1,MysteryBoxGasha,1270,600103,600103003
,1,2004503,1,EvGacha_20170424,1000,60011,60011000
,1,7770020,1,EvGacha_20170424,1000,60011,60011001
,1,7403000,1,EvGacha_20170424,1000,60011,60011002
,1,853,1,EvGacha_20170424,1000,60011,60011003
,1,80003,1,EvGacha_20170424,1000,60011,60011004
,1,80002,1,EvGacha_20170424,1000,60011,60011005
,1,7220050,1,EvGacha_20170424,1000,60011,60011006
,1,7401500,1,EvGacha_20170424,1000,60011,60011007
,1,7770010,1,EvGacha_20170424,1000,60011,60011008
,1,8020000,1,EvGacha_20170424,1000,60011,60011009
,1,7330010,1,EvGacha_20170424,1000,60011,60011010
,1,8030000,1,EvGacha_20170424,1000,60011,60011011
,1,2501501,1,EvGacha_20170501,1000,60012,60012000
,1,7770020,1,EvGacha_20170501,1000,60012,60012001
,1,7403000,1,EvGacha_20170501,1000,60012,60012002
,1,853,1,EvGacha_20170501,1000,60012,60012003
,1,80003,1,EvGacha_20170501,1000,60012,60012004
,1,80002,1,EvGacha_20170501,1000,60012,60012005
,1,7220050,1,EvGacha_20170501,1000,60012,60012006
,1,7401500,1,EvGacha_20170501,1000,60012,60012007
,1,7770010,1,EvGacha_20170501,1000,60012,60012008
,1,8020000,1,EvGacha_20170501,1000,60012,60012009
,1,7330010,1,EvGacha_20170501,1000,60012,60012010
,1,8030000,1,EvGacha_20170501,1000,60012,60012011
,1,2001502,1,EvGacha_20170619,1000,60013,60013000
,1,7770020,1,EvGacha_20170619,1000,60013,60013001
,1,7403000,1,EvGacha_20170619,1000,60013,60013002
,1,853,1,EvGacha_20170619,1000,60013,60013003
,1,80003,1,EvGacha_20170619,1000,60013,60013004
,1,80002,1,EvGacha_20170619,1000,60013,60013005
,1,7220050,1,EvGacha_20170619,1000,60013,60013006
,1,7401500,1,EvGacha_20170619,1000,60013,60013007
,1,7770010,1,EvGacha_20170619,1000,60013,60013008
,1,8020000,1,EvGacha_20170619,1000,60013,60013009
,1,7330010,1,EvGacha_20170619,1000,60013,60013010
,1,8030000,1,EvGacha_20170619,1000,60013,60013011
,1,2002504,1,EvGacha_20170626,1000,60014,60014000
,1,7770020,1,EvGacha_20170626,1000,60014,60014001
,1,7403000,1,EvGacha_20170626,1000,60014,60014002
,1,853,1,EvGacha_20170626,1000,60014,60014003
,1,80003,1,EvGacha_20170626,1000,60014,60014004
,1,80002,1,EvGacha_20170626,1000,60014,60014005
,1,7220050,1,EvGacha_20170626,1000,60014,60014006
,1,7401500,1,EvGacha_20170626,1000,60014,60014007
,1,7770010,1,EvGacha_20170626,1000,60014,60014008
,1,8020000,1,EvGacha_20170626,1000,60014,60014009
,1,7330010,1,EvGacha_20170626,1000,60014,60014010
,1,8030000,1,EvGacha_20170626,1000,60014,60014011
,1,2003504,1,EvGacha_20170703,1000,60015,60015000
,1,7770020,1,EvGacha_20170703,1000,60015,60015001
,1,7403000,1,EvGacha_20170703,1000,60015,60015002
,1,853,1,EvGacha_20170703,1000,60015,60015003
,1,80003,1,EvGacha_20170703,1000,60015,60015004
,1,80002,1,EvGacha_20170703,1000,60015,60015005
,1,7220050,1,EvGacha_20170703,1000,60015,60015006
,1,7401500,1,EvGacha_20170703,1000,60015,60015007
,1,7770010,1,EvGacha_20170703,1000,60015,60015008
,1,8020000,1,EvGacha_20170703,1000,60015,60015009
,1,7330010,1,EvGacha_20170703,1000,60015,60015010
,1,8030000,1,EvGacha_20170703,1000,60015,60015011
,1,2004503,1,EvGacha_20170710,1000,60016,60016000
,1,7770020,1,EvGacha_20170710,1000,60016,60016001
,1,7403000,1,EvGacha_20170710,1000,60016,60016002
,1,853,1,EvGacha_20170710,1000,60016,60016003
,1,80003,1,EvGacha_20170710,1000,60016,60016004
,1,80002,1,EvGacha_20170710,1000,60016,60016005
,1,7220050,1,EvGacha_20170710,1000,60016,60016006
,1,7401500,1,EvGacha_20170710,1000,60016,60016007
,1,7770010,1,EvGacha_20170710,1000,60016,60016008
,1,8020000,1,EvGacha_20170710,1000,60016,60016009
,1,7330010,1,EvGacha_20170710,1000,60016,60016010
,1,8030000,1,EvGacha_20170710,1000,60016,60016011
,1,2501501,1,EvGacha_20170717,1000,60017,60017000
,1,7770020,1,EvGacha_20170717,1000,60017,60017001
,1,7403000,1,EvGacha_20170717,1000,60017,60017002
,1,853,1,EvGacha_20170717,1000,60017,60017003
,1,80003,1,EvGacha_20170717,1000,60017,60017004
,1,80002,1,EvGacha_20170717,1000,60017,60017005
,1,7220050,1,EvGacha_20170717,1000,60017,60017006
,1,7401500,1,EvGacha_20170717,1000,60017,60017007
,1,7770010,1,EvGacha_20170717,1000,60017,60017008
,1,8020000,1,EvGacha_20170717,1000,60017,60017009
,1,7330010,1,EvGacha_20170717,1000,60017,60017010
,1,8030000,1,EvGacha_20170717,1000,60017,60017011
,1,2001502,1,EvGacha_20170807,1000,60018,60018000
,1,7770020,1,EvGacha_20170807,1000,60018,60018001
,1,7403000,1,EvGacha_20170807,1000,60018,60018002
,1,853,1,EvGacha_20170807,1000,60018,60018003
,1,80003,1,EvGacha_20170807,1000,60018,60018004
,1,80002,1,EvGacha_20170807,1000,60018,60018005
,1,7220050,1,EvGacha_20170807,1000,60018,60018006
,1,7401500,1,EvGacha_20170807,1000,60018,60018007
,1,7770010,1,EvGacha_20170807,1000,60018,60018008
,1,8020000,1,EvGacha_20170807,1000,60018,60018009
,1,7330010,1,EvGacha_20170807,1000,60018,60018010
,1,8030000,1,EvGacha_20170807,1000,60018,60018011
,1,2002504,1,EvGacha_20170814,1000,60019,60019000
,1,7770020,1,EvGacha_20170814,1000,60019,60019001
,1,7403000,1,EvGacha_20170814,1000,60019,60019002
,1,853,1,EvGacha_20170814,1000,60019,60019003
,1,80003,1,EvGacha_20170814,1000,60019,60019004
,1,80002,1,EvGacha_20170814,1000,60019,60019005
,1,7220050,1,EvGacha_20170814,1000,60019,60019006
,1,7401500,1,EvGacha_20170814,1000,60019,60019007
,1,7770010,1,EvGacha_20170814,1000,60019,60019008
,1,8020000,1,EvGacha_20170814,1000,60019,60019009
,1,7330010,1,EvGacha_20170814,1000,60019,60019010
,1,8030000,1,EvGacha_20170814,1000,60019,60019011
,1,2003504,1,EvGacha_20170821,1000,60020,60020000
,1,7770020,1,EvGacha_20170821,1000,60020,60020001
,1,7403000,1,EvGacha_20170821,1000,60020,60020002
,1,853,1,EvGacha_20170821,1000,60020,60020003
,1,80003,1,EvGacha_20170821,1000,60020,60020004
,1,80002,1,EvGacha_20170821,1000,60020,60020005
,1,7220050,1,EvGacha_20170821,1000,60020,60020006
,1,7401500,1,EvGacha_20170821,1000,60020,60020007
,1,7770010,1,EvGacha_20170821,1000,60020,60020008
,1,8020000,1,EvGacha_20170821,1000,60020,60020009
,1,7330010,1,EvGacha_20170821,1000,60020,60020010
,1,8030000,1,EvGacha_20170821,1000,60020,60020011
,1,700211,1,MysteryBoxGasha,5600,600201,600201000
,1,700212,1,MysteryBoxGasha,2325,600201,600201001
,1,700213,1,MysteryBoxGasha,1650,600201,600201002
,1,700214,1,MysteryBoxGasha,425,600201,600201003
,1,700221,1,MysteryBoxGasha,1900,600202,600202000
,1,700222,1,MysteryBoxGasha,3400,600202,600202001
,1,700223,1,MysteryBoxGasha,3250,600202,600202002
,1,700224,1,MysteryBoxGasha,1450,600202,600202003
,1,700231,1,MysteryBoxGasha,800,600203,600203000
,1,700232,1,MysteryBoxGasha,3575,600203,600203001
,1,700233,1,MysteryBoxGasha,3950,600203,600203002
,1,700234,1,MysteryBoxGasha,1675,600203,600203003
,1,2004503,1,EvGacha_20170828,1000,60021,60021000
,1,7770020,1,EvGacha_20170828,1000,60021,60021001
,1,7403000,1,EvGacha_20170828,1000,60021,60021002
,1,853,1,EvGacha_20170828,1000,60021,60021003
,1,80003,1,EvGacha_20170828,1000,60021,60021004
,1,80002,1,EvGacha_20170828,1000,60021,60021005
,1,7220050,1,EvGacha_20170828,1000,60021,60021006
,1,7401500,1,EvGacha_20170828,1000,60021,60021007
,1,7770010,1,EvGacha_20170828,1000,60021,60021008
,1,8020000,1,EvGacha_20170828,1000,60021,60021009
,1,7330010,1,EvGacha_20170828,1000,60021,60021010
,1,8030000,1,EvGacha_20170828,1000,60021,60021011
,1,2501501,1,EvGacha_20170904,1000,60022,60022000
,1,7770020,1,EvGacha_20170904,1000,60022,60022001
,1,7403000,1,EvGacha_20170904,1000,60022,60022002
,1,853,1,EvGacha_20170904,1000,60022,60022003
,1,80003,1,EvGacha_20170904,1000,60022,60022004
,1,80002,1,EvGacha_20170904,1000,60022,60022005
,1,7220050,1,EvGacha_20170904,1000,60022,60022006
,1,7401500,1,EvGacha_20170904,1000,60022,60022007
,1,7770010,1,EvGacha_20170904,1000,60022,60022008
,1,8020000,1,EvGacha_20170904,1000,60022,60022009
,1,7330010,1,EvGacha_20170904,1000,60022,60022010
,1,8030000,1,EvGacha_20170904,1000,60022,60022011
,1,2001502,1,EvGacha_20171016,1000,60023,60023000
,1,7770020,1,EvGacha_20171016,1000,60023,60023001
,1,7403000,1,EvGacha_20171016,1000,60023,60023002
,1,853,1,EvGacha_20171016,1000,60023,60023003
,1,80003,1,EvGacha_20171016,1000,60023,60023004
,1,80002,1,EvGacha_20171016,1000,60023,60023005
,1,7220050,1,EvGacha_20171016,1000,60023,60023006
,1,7401500,1,EvGacha_20171016,1000,60023,60023007
,1,7770010,1,EvGacha_20171016,1000,60023,60023008
,1,8020000,1,EvGacha_20171016,1000,60023,60023009
,1,7330010,1,EvGacha_20171016,1000,60023,60023010
,1,8030000,1,EvGacha_20171016,1000,60023,60023011
,1,2002504,1,EvGacha_20171023,1000,60024,60024000
,1,7770020,1,EvGacha_20171023,1000,60024,60024001
,1,7403000,1,EvGacha_20171023,1000,60024,60024002
,1,853,1,EvGacha_20171023,1000,60024,60024003
,1,80003,1,EvGacha_20171023,1000,60024,60024004
,1,80002,1,EvGacha_20171023,1000,60024,60024005
,1,7220050,1,EvGacha_20171023,1000,60024,60024006
,1,7401500,1,EvGacha_20171023,1000,60024,60024007
,1,7770010,1,EvGacha_20171023,1000,60024,60024008
,1,8020000,1,EvGacha_20171023,1000,60024,60024009
,1,7330010,1,EvGacha_20171023,1000,60024,60024010
,1,8030000,1,EvGacha_20171023,1000,60024,60024011
,1,2003504,1,EvGacha_20171030,1000,60025,60025000
,1,7770020,1,EvGacha_20171030,1000,60025,60025001
,1,7403000,1,EvGacha_20171030,1000,60025,60025002
,1,853,1,EvGacha_20171030,1000,60025,60025003
,1,80003,1,EvGacha_20171030,1000,60025,60025004
,1,80002,1,EvGacha_20171030,1000,60025,60025005
,1,7220050,1,EvGacha_20171030,1000,60025,60025006
,1,7401500,1,EvGacha_20171030,1000,60025,60025007
,1,7770010,1,EvGacha_20171030,1000,60025,60025008
,1,8020000,1,EvGacha_20171030,1000,60025,60025009
,1,7330010,1,EvGacha_20171030,1000,60025,60025010
,1,8030000,1,EvGacha_20171030,1000,60025,60025011
,1,2004503,1,EvGacha_20171106,1000,60026,60026000
