CollisionHeight,CollisionOriginX,CollisionOriginY,CollisionWidth,Id_1,Id_2,Id_3,Id_4,Id_5,Id_6,Id_7,JellyAni,JellyAniinfoFile,JellyChar,JellyGetSound,JellyMakeSound,JellyName,JellyScore,JellySpriteFrame,JellyTextureFile,JellyTypeGroup,MagnetTypeId,NameEffectId,StarEffectId,StatisticsSetting,SubKey_1,SubKey_2,SubKey_3,SubKey_4,SubKey_5,SubKey_6,SubKey_7,ToolDesc,ToolImage,TouchTypeId,UnlockedDescription,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,_key
,,,,1501,1503,,,,,,item11_pet270,item11_pet27_aniinfo.plist,,SoundEff_GetItemJelly,,Biscuit Jelly,100000,item11_pet27_0.png,playing_jelly.png,0,0,0,2,0,,404,,,,,,,,0,[펫] 건빵 보급병이 생성하는 체력회복 거대화 아이템,12,3000,,,,,,4105
,,,,1537,,,,,,,pet26_jelly10,pet26_jelly1_aniinfo.plist,,SoundEff_GetJelly,,StarConfettiJelly1,2000,pet26_jelly1_0.png,playing_jelly.png,3,0,0,2,0,1002,,,,,,,,,0,[쿠키] 치어리더맛 쿠키와 반짝이볼이 생성하는 젤리 1,1,,,,,,,4106
,,,,1537,,,,,,,pet26_jelly20,pet26_jelly2_aniinfo.plist,,SoundEff_GetJelly,,StarConfettiJelly2,2000,pet26_jelly2_0.png,playing_jelly.png,3,0,0,3,0,1002,,,,,,,,,0,[쿠키] 치어리더맛 쿠키와 반짝이볼이 생성하는 젤리 2,1,,,,,,,4107
,,,,1537,,,,,,,pet26_jelly30,pet26_jelly3_aniinfo.plist,,SoundEff_GetJelly,,StarConfettiJelly3,2000,pet26_jelly3_0.png,playing_jelly.png,3,0,0,4,0,1002,,,,,,,,,0,[쿠키] 치어리더맛 쿠키와 반짝이볼이 생성하는 젤리 3,1,,,,,,,4108
,,,,1537,,,,,,,pet26_jelly40,pet26_jelly4_aniinfo.plist,,SoundEff_GetJelly,,StarConfettiJelly4,2000,pet26_jelly4_0.png,playing_jelly.png,3,0,0,5,0,1002,,,,,,,,,0,[쿠키] 치어리더맛 쿠키와 반짝이볼이 생성하는 젤리 4,1,,,,,,,4109
,,,,1537,,,,,,,pet26_jelly50,pet26_jelly5_aniinfo.plist,,SoundEff_GetJelly,,StarConfettiJelly5,2000,pet26_jelly5_0.png,playing_jelly.png,3,0,0,3,0,1002,,,,,,,,,0,[쿠키] 치어리더맛 쿠키와 반짝이볼이 생성하는 젤리 5,1,,,,,,,4110
,,,,1537,,,,,,,pet26_jelly60,pet26_jelly6_aniinfo.plist,,SoundEff_GetJelly,,StarConfettiJelly6,2000,pet26_jelly6_0.png,playing_jelly.png,3,0,0,7,0,1002,,,,,,,,,0,[쿠키] 치어리더맛 쿠키와 반짝이볼이 생성하는 젤리 6,1,,,,,,,4111
,,,,1537,,,,,,,pet26_jelly70,pet26_jelly7_aniinfo.plist,,SoundEff_GetJelly,,StarConfettiJelly7,2000,pet26_jelly7_0.png,playing_jelly.png,3,0,0,8,0,1002,,,,,,,,,0,[쿠키] 치어리더맛 쿠키와 반짝이볼이 생성하는 젤리 7,1,,,,,,,4112
50,-15,-25,30,,,,,,,,jelly_big0,jelly_big_aniinfo.plist,a,SoundEff_GetBigBearJelly,,KingBearBean1,13000,,playing_jelly.png,0,0,0,110,0,,,,,,,,,jelly_big_1.png,0,왕곰젤리,,,,,,,,4113
50,-15,-25,30,,,,,,,,ch24_jelly6,ch24_jelly_aniinfo.plist,,SoundEff_GetBigBearJelly,,KingBearBeanTempted1,13000,,playing_jelly.png,0,0,0,112,0,,,,,,,,,,0,[쿠키] 구미호맛 쿠키에게 유혹당한 왕곰젤리,,,,,,,,4114
50,-15,-25,30,1505,,,,,,,coin_big0,coin_big_aniinfo.plist,b,SoundEff_GetBigCoinJelly,,BigCoin,910,,playing_jelly.png,0,0,0,111,1,,,,,,,,,coin_big_1.png,0,왕코인(100코인),100,,,,,,,4117
,,,,1509,1510,,,,,,ch23_jelly0,ch23_jelly_aniinfo.plist,,SoundEff_GetSoulJelly,,Ghost Jelly,35000,,playing_jelly.png,0,2,0,532,0,,,,,,,,,,0,[쿠키] 악마맛 쿠키의 슈퍼악마 변신에 필요한 전용 원혼젤리,1,500,,,,,,4118
,,,,1503,1503,,,,,,jelly_foxball0,jelly_foxball_aniinfo.plist,,SoundEff_GetItemJelly,,FoxBead,5000,,playing_jelly.png,0,0,0,3,0,404,403,,,,,,,,0,[펫] 여우구슬이 생성하는 거대화 광속질주 아이템,3000,3000,,,,,,4119
,,,,1502,1503,,,,,,item_pet340,item_pet34_aniinfo.plist,,SoundEff_GetItemJelly,,FairyItem,5000,,playing_jelly.png,0,0,0,5,0,,403,,,,,,,,0,[펫] 꽃봉오리가 생성하는 광속질주 보너스타임 아이템,1,3000,,,,,,4121
,,,,1512,1510,1501,1518,1537,,,item08_energy0,item08_energy_aniinfo.plist,O,SoundEff_GetItemJelly,,MovingEnergy,1298.7,item08_energy_0.png,playing_jelly.png,0,1,0,5,0,2000,,,,1004,,,Moving,item08_energy_0.png,0,위아래로 움직이며 앞으로 날아가는 체력회복물약,50,900,10,1,1,,,4122
,,,,1512,1510,1502,1518,1537,1550,,item02_fever0,item02_fever_aniinfo.plist,W,SoundEff_GetItemJelly,,MovingBonusTime,1298.7,item02_fever_0.png,playing_jelly.png,0,1,0,5,0,2000,,,,1004,,,Moving,item02_fever_0.png,0,위아래로 움직이며 앞으로 날아가는 보너스타임 아이템,50,500,1,1,1,150,,4123
,,,,1506,,,,,,,,,5,SoundEff_GetAlphabetJelly,,Alphabet1,780,jelly_alphabet_b.png,playing_jelly.png,8,0,0,1,0,0,,,,,,,,jelly_alphabet_b.png,0,알파벳 B,1,,,,,,,4201
,,,,1506,,,,,,,,,6,SoundEff_GetAlphabetJelly,,Alphabet2,780,jelly_alphabet_o.png,playing_jelly.png,8,0,0,1,0,1,,,,,,,,jelly_alphabet_o.png,0,알파벳 O,1,,,,,,,4202
,,,,1506,,,,,,,,,7,SoundEff_GetAlphabetJelly,,Alphabet3,780,jelly_alphabet_n.png,playing_jelly.png,8,0,0,1,0,2,,,,,,,,jelly_alphabet_n.png,0,알파벳 N,1,,,,,,,4203
,,,,1506,,,,,,,,,8,SoundEff_GetAlphabetJelly,,Alphabet4,780,jelly_alphabet_u.png,playing_jelly.png,8,0,0,1,0,3,,,,,,,,jelly_alphabet_u.png,0,알파벳 U,1,,,,,,,4204
,,,,1506,,,,,,,,,9,SoundEff_GetAlphabetJelly,,Alphabet5,780,jelly_alphabet_s.png,playing_jelly.png,8,0,0,1,0,4,,,,,,,,jelly_alphabet_s.png,0,알파벳 S,1,,,,,,,4205
,,,,1506,,,,,,,,,R,SoundEff_GetAlphabetJelly,,Alphabet6,780,jelly_alphabet_t.png,playing_jelly.png,8,0,0,1,0,5,,,,,,,,jelly_alphabet_t.png,0,알파벳 T,1,,,,,,,4206
,,,,1506,,,,,,,,,S,SoundEff_GetAlphabetJelly,,Alphabet7,780,jelly_alphabet_i.png,playing_jelly.png,8,0,0,1,0,6,,,,,,,,jelly_alphabet_i.png,0,알파벳 I,1,,,,,,,4207
,,,,1506,,,,,,,,,T,SoundEff_GetAlphabetJelly,,Alphabet8,780,jelly_alphabet_m.png,playing_jelly.png,8,0,0,1,0,7,,,,,,,,jelly_alphabet_m.png,0,알파벳 M,1,,,,,,,4208
,,,,1506,,,,,,,,,U,SoundEff_GetAlphabetJelly,,Alphabet9,780,jelly_alphabet_e.png,playing_jelly.png,8,0,0,1,0,8,,,,,,,,jelly_alphabet_e.png,0,알파벳 E,1,,,,,,,4209
,,,,,,,,,,,,,,SoundEff_GetJelly,,NoteJelly 1,1050,ch27_jelly1.png,playing_jelly.png,4,0,0,1,0,,,,,,,,,,0,[쿠키] 락스타맛 쿠키가 발사하는 음표젤리 1,,,,,,,,4210
,,,,,,,,,,,,,,SoundEff_GetJelly,,NoteJelly 2,1050,ch27_jelly2.png,playing_jelly.png,4,0,0,1,0,,,,,,,,,,0,[쿠키] 락스타맛 쿠키가 발사하는 음표젤리 2,,,,,,,,4211
,,,,,,,,,,,,,,SoundEff_GetJelly,,NoteJelly 3,1050,ch27_jelly3.png,playing_jelly.png,4,0,0,1,0,,,,,,,,,,0,[쿠키] 락스타맛 쿠키가 발사하는 음표젤리 3,,,,,,,,4212
,,,,1513,,,,,,,item12_full0,item12_full_aniinfo.plist,,SoundEff_GetBigBearJelly,,FullScreenJellys,17,item12_full_0.png,playing_jelly.png,0,1,0,2,0,,,,,,,,,,0,사용하지 않는 젤리,503,,,,,,,4213
,,,,1516,,,,,,,item12_full0,item12_full_aniinfo.plist,,SoundEff_GetBigBearJelly,,FullScreenJellysParty,17,item12_full_1.png,playing_jelly.png,0,1,0,2,0,,,,,,,,,,0,사용하지 않는 젤리,504,,,,,,,4214
,,,,1517,1510,1512,1518,1537,1537,,item12_full0,item12_full_aniinfo.plist,#,SoundEff_GetBigBearJelly,,FullScreenJellysExplotion,999,item12_full_2.png,playing_jelly.png,6,1,0,2,0,,,1000,,1004,1003,,Moving,item12_full_2.png,0,색동별파티 아이템(색동별젤리가 폭죽처럼 터지며 장애물이 부숴짐),10,100,10,1,1,1,,4215
,,,,1537,,,,,,,pet26_jelly10,pet26_jelly1_aniinfo.plist,",",SoundEff_GetJelly,,CreatedFromExplotion1,650,pet26_jelly1_0.png,playing_jelly.png,3,0,0,2,0,1002,,,,,,,,pet26_jelly1_0.png,0,색동별파티 아이템이 터질 때 나오는 젤리 1,1,,,,,,,4216
,,,,1537,,,,,,,pet26_jelly20,pet26_jelly2_aniinfo.plist,.,SoundEff_GetJelly,,CreatedFromExplotion2,650,pet26_jelly2_0.png,playing_jelly.png,3,0,0,3,0,1002,,,,,,,,pet26_jelly2_0.png,0,색동별파티 아이템이 터질 때 나오는 젤리 2,1,,,,,,,4217
,,,,1537,,,,,,,pet26_jelly30,pet26_jelly3_aniinfo.plist,;,SoundEff_GetJelly,,CreatedFromExplotion3,650,pet26_jelly3_0.png,playing_jelly.png,3,0,0,4,0,1002,,,,,,,,pet26_jelly3_0.png,0,색동별파티 아이템이 터질 때 나오는 젤리 3,1,,,,,,,4218
50,-15,-25,30,1515,,,,,,,,,,SoundEff_GetItemJelly,,CherryBomb,0,ch28_jelly_0.png,playing_jelly.png,0,1,0,5,0,4103,,,,,,,,,1,[쿠키] 체리맛 쿠키의 체리 폭탄,10,,,,,,,4220
,,,,,,,,,,,,,,SoundEff_GetJelly,,CherryJelly,7500,ch28_jelly1.png,ch28_jelly.png,0,0,0,2,1,,,,,,,,,,0,[쿠키] 체리맛 쿠키의 체리 폭탄에서 나오는 체리젤리,,,,,,,,4221
,,,,1503,1519,,,,,,item13_alphabet0,item13_alphabet_aniinfo.plist,,SoundEff_GetItemJelly,,AlphabetGiant,5000,,playing_jelly.png,0,0,0,3,0,404,,,,,,,,,0,[펫] 통나무케이크가 생성하는 거대화 알파벳 아이템,3000,1,,,,,,4222
,,,,,,,,,,,,,,SoundEff_GetBearJelly,,SnowFlower,6300,jellybean_ch30.png,playing_jelly.png,0,1,0,1,0,,,,,,,,,,0,[쿠키] 눈설탕맛 쿠키의 소환수(스노우콘)가 생성하는 젤리,,,,,,,,4223
,,,,1512,1510,1501,1518,1521,1522,1537,item14_pet380,item14_pet38_aniinfo.plist,,SoundEff_GetItemJelly,,MovingSnowEnergy,1000,,playing_jelly.png,0,1,0,3,0,2001,,,,4223,,1004,,,0,[펫] 스노우 글로브가 생성하는 눈꽃생명물약 아이템,40,700,10,1,150,15,1,4224
,,,,1512,1510,1518,1537,,,,ch24_jelly5,ch24_jelly_aniinfo.plist,,SoundEff_GetBearJelly,,MovingPinkBearJelly,3600,,playing_jelly.png,2,0,0,10,0,2001,,,1004,,,,,,0,[쿠키] 핑크초코쿠키가 만드는 날개 달린 분홍곰젤리,40,400,702,1,,,,4225
,,,,1512,1510,1518,1537,,,,ch24_jelly5,ch24_jelly_aniinfo.plist,,SoundEff_GetBearJelly,,MovingPinkBearJellyFixed,3600,,playing_jelly.png,2,1,0,10,0,2000,,,1004,,,,,,0,[쿠키] 핑크초코쿠키가 만드는 안움직이는 분홍곰젤리,40,700,2,1,,,,4226
,,,,,,,,,,,,,K,SoundEff_GetJelly,,CandleJelly,500,jellybean_pet41.png,playing_jelly.png,0,0,0,3,0,,,,,,,,,jellybean_pet41.png,0,[펫] 보라보라 향초의 능력 발동 시 나타나는 향초젤리,,,,,,,,4227
,,,,1512,1510,1537,,,,,jelly_32_fly0,jelly_32_fly_aniinfo.plist,Y,SoundEff_GetBearJelly,,MovingBearBean_일정,2860,jelly_32.png,playing_jelly.png,1,1,0,2,0,2000,,1004,,,,,일,jelly_32.png,0,[쿠키] 핑크초코쿠키가 만드는 날개 달린 분홍곰젤리,10,100,1,,,,,4228
,,,,1512,1510,1537,,,,,jelly_40_fly0,jelly_40_fly_aniinfo.plist,J,SoundEff_GetBearJelly,,MovingPinkBearBean_일정,3960,jelly_40.png,playing_jelly.png,2,1,0,5,0,2000,,1004,,,,,일,jelly_40.png,0,[쿠키] 핑크초코쿠키가 만드는 날개 달린 분홍곰젤리,10,100,1,,,,,4229
,,,,1512,1510,1537,,,,,jelly_32_fly0,jelly_32_fly_aniinfo.plist,:,SoundEff_GetBearJelly,,MovingBearBean_반대,2860,jelly_32.png,playing_jelly.png,1,1,0,2,0,2000,,1004,,,,,반,jelly_32.png,0,[쿠키] 핑크초코쿠키가 만드는 날개 달린 분홍곰젤리,-10,100,1,,,,,4230
,,,,1512,1510,1537,,,,,jelly_40_fly0,jelly_40_fly_aniinfo.plist,Z,SoundEff_GetBearJelly,,MovingPinkBearBean_반대,3960,jelly_40.png,playing_jelly.png,2,1,0,5,0,2000,,1004,,,,,반,jelly_40.png,0,[쿠키] 핑크초코쿠키가 만드는 날개 달린 분홍곰젤리,-10,100,1,,,,,4231
,,,,1512,1510,1537,,,,,jelly_32_fly0,jelly_32_fly_aniinfo.plist,^,SoundEff_GetBearJelly,,MovingBearBean_랜덤,2860,jelly_32.png,playing_jelly.png,1,1,0,2,0,2001,,1004,,,,,랜,jelly_32.png,0,[쿠키] 핑크초코쿠키가 만드는 날개 달린 분홍곰젤리,10,100,1,,,,,4232
,,,,1512,1510,1537,,,,,jelly_40_fly0,jelly_40_fly_aniinfo.plist,~,SoundEff_GetBearJelly,,MovingPinkBearBean_랜덤,3960,jelly_40.png,playing_jelly.png,2,1,0,5,0,2001,,1004,,,,,랜,jelly_40.png,0,[쿠키] 핑크초코쿠키가 만드는 날개 달린 분홍곰젤리,10,100,1,,,,,4233
,,,,1503,1501,,,,,,pet42_jelly0,pet42_jelly_aniinfo.plist,,SoundEff_GetItemJelly,,FireFlyJelly,1000,,playing_jelly.png,0,0,0,3,0,403,,,,,,,,,0,[펫] 반딧불이가 생성하는 생명회복 질주 아이템,2500,7,,,,,,4234
,,,,1501,1524,1525,1526,,,,pet45_jelly0,pet45_jelly_aniinfo.plist,,SoundEff_GetItemJelly,,OakCaskJelly,5000,,playing_jelly.png,0,0,0,2,0,,,,,,,,,,0,[펫] 참나무 주스통이 생성하는 숙성된 포도생명물약 아이템,20,12000,250,1150,,,,4235
,,,,1510,1512,1527,1537,,,,ch35_jelly0,ch35_jelly_aniinfo.plist,,SoundEff_GetItemJelly,,MovingWine,10000,,playing_jelly.png,0,2,0,5,0,,2001,,1004,,,,,,0,[쿠키] 뱀파이어맛 쿠키가 장애물에서 추출하는 포도주스 방울,500,50,2,1,,,,4236
45,-15,-5,45,1528,1510,1512,,,,,ch36_jelly0,ch36_jelly_aniinfo.plist,,SoundEff_GetItemJelly,,BallonJelly,2000,,playing_jelly.png,0,0,0,5,0,150,,3001,,,,,,,0,[쿠키] 풋사과맛 쿠키의 전용 보너스타임에서 등장하는 빨간 풍선젤리,400,100,2,,,,,4237
,,,,1512,1510,1506,,,,,,,,SoundEff_GetAlphabetJelly,,BallonJelly_B,9500,ch36_jelly_b.png,playing_jelly.png,0,1,0,1,0,2001,,0,,,,,,,0,[쿠키] 풋사과맛 쿠키 능력 발동 시 생성되는 물방울 알파벳젤리 B,10,100,1,,,,,4238
,,,,1512,1510,1506,,,,,,,,SoundEff_GetAlphabetJelly,,BallonJelly_O,9500,ch36_jelly_o.png,playing_jelly.png,0,1,0,1,0,2001,,1,,,,,,,0,[쿠키] 풋사과맛 쿠키 능력 발동 시 생성되는 물방울 알파벳젤리 O,10,100,1,,,,,4239
,,,,1512,1510,1506,,,,,,,,SoundEff_GetAlphabetJelly,,BallonJelly_N,9500,ch36_jelly_n.png,playing_jelly.png,0,1,0,1,0,2001,,2,,,,,,,0,[쿠키] 풋사과맛 쿠키 능력 발동 시 생성되는 물방울 알파벳젤리 N,10,100,1,,,,,4240
,,,,1512,1510,1506,,,,,,,,SoundEff_GetAlphabetJelly,,BallonJelly_U,9500,ch36_jelly_u.png,playing_jelly.png,0,1,0,1,0,2001,,3,,,,,,,0,[쿠키] 풋사과맛 쿠키 능력 발동 시 생성되는 물방울 알파벳젤리 U,10,100,1,,,,,4241
,,,,1512,1510,1506,,,,,,,,SoundEff_GetAlphabetJelly,,BallonJelly_S,9500,ch36_jelly_s.png,playing_jelly.png,0,1,0,1,0,2001,,4,,,,,,,0,[쿠키] 풋사과맛 쿠키 능력 발동 시 생성되는 물방울 알파벳젤리 S,10,100,1,,,,,4242
,,,,1512,1510,1506,,,,,,,,SoundEff_GetAlphabetJelly,,BallonJelly_T,9500,ch36_jelly_t.png,playing_jelly.png,0,1,0,1,0,2001,,5,,,,,,,0,[쿠키] 풋사과맛 쿠키 능력 발동 시 생성되는 물방울 알파벳젤리 T,10,100,1,,,,,4243
,,,,1512,1510,1506,,,,,,,,SoundEff_GetAlphabetJelly,,BallonJelly_I,9500,ch36_jelly_i.png,playing_jelly.png,0,1,0,1,0,2001,,6,,,,,,,0,[쿠키] 풋사과맛 쿠키 능력 발동 시 생성되는 물방울 알파벳젤리 I,10,100,1,,,,,4244
,,,,1512,1510,1506,,,,,,,,SoundEff_GetAlphabetJelly,,BallonJelly_M,9500,ch36_jelly_m.png,playing_jelly.png,0,1,0,1,0,2001,,7,,,,,,,0,[쿠키] 풋사과맛 쿠키 능력 발동 시 생성되는 물방울 알파벳젤리 M,10,100,1,,,,,4245
,,,,1512,1510,1506,,,,,,,,SoundEff_GetAlphabetJelly,,BallonJelly_E,9500,ch36_jelly_e.png,playing_jelly.png,0,1,0,1,0,2001,,8,,,,,,,0,[쿠키] 풋사과맛 쿠키 능력 발동 시 생성되는 물방울 알파벳젤리 E,10,100,1,,,,,4246
,,,,1512,1510,,,,,,,,,SoundEff_GetAlphabetJelly,,BallonJelly_Empty,1000,ch36_jelly_xx.png,playing_jelly.png,0,1,0,1,0,2001,,,,,,,,,0,[쿠키] 풋사과맛 쿠키 능력 발동 시 생성되는 빈 물방울 젤리,10,100,,,,,,4247
,,,,1512,1510,1537,,,,,ch37_jelly0,ch37_jelly_aniinfo.plist,,SoundEff_GetBearJelly,,CheeseCakeMagicJelly,1500,,playing_jelly.png,0,0,0,2,0,2001,,1004,,,,,,,0,[쿠키] 치즈케이크맛 쿠키의 능력 발동에 필요한 파티초대장,10,500,1,,,,,4248
50,-15,-25,30,1512,,,,,,,jelly_big0,jelly_big_aniinfo.plist,,SoundEff_GetBigBearJelly,,KingBearBean1_날개없이위아래로,10000,,playing_jelly.png,0,1,0,2,0,501,,,,,,,,,0,날개없이 위아래로만 움직이는 왕곰젤리(라인용),10,,,,,,,4249
,,,,1505,,,,,,,pet47_jelly0,pet47_jelly_aniinfo.plist,,SoundEff_GetBigCoinJelly,,CheeseCakePetCoin,1300,,playing_jelly.png,0,0,0,2,0,,,,,,,,,,0,[펫] 치즈뭉치 고양이가 생성하는 젤리(20코인),20,,,,,,,4250
,,,,1501,1531,,,,,,pet50_jelly10,pet50_jelly1_aniinfo.plist,,SoundEff_ObstacleSoda,,SodaLifeJelly,1000,,playing_jelly.png,0,0,0,1,0,,,,,,,,,,0,[펫] 조각레몬이 생성하는 레몬향 소다맛 생명물약,8,4000,,,,,,4251
,,,,1533,1528,,,,,,,,,SoundEff_GetAlphabetJelly,,SodaJelly,1980,pet50_jelly2.png,playing_jelly.png,0,0,0,1,0,,30,,,,,,,,0,[펫] 레몬향 소다맛 생명물약 먹을 시 장애물이 파괴되며 나타나는 거품젤리,500,100,,,,,,4252
50,-15,-25,30,1518,1501,1537,1544,,,,,,,SoundEff_GetBearJelly,,JavelinHeart,250000,ch40_jelly_2.png,playing_jelly.png,0,1,0,7,1,,,1004,,,,,,,0,[쿠키] 정글전사쿠키의 바닥에 꽂힌 창(생명물약이 꽂혀있음),1,10,1,20,,,,4253
50,-15,-25,30,1518,1537,1544,,,,,,,,SoundEff_GetBearJelly,,JavelinBear,250000,ch40_jelly_1.png,playing_jelly.png,0,1,0,7,0,,1004,,,,,,,,0,[쿠키] 정글전사쿠키의 바닥에 꽂힌 창(노란곰젤리가 꽂혀있음),1,1,20,,,,,4254
50,-15,-25,30,1518,1537,1544,,,,,,,,SoundEff_GetBearJelly,,JavelinNormal,1,ch40_jelly_3.png,playing_jelly.png,0,1,0,1,0,,1004,,,,,,,,0,[쿠키] 정글전사쿠키의 바닥에 꽂힌 창,1,1,20,,,,,4255
,,,,1505,1512,1510,1537,,,,epN03_devilcoin_jelly0,epN03_devilcoin_jelly_aniinfo.plist,},SoundEff_GetBigCoinJelly,,DevilCoin,6500,,playing_jelly.png,0,1,0,2,0,,2000,,1004,,,,},pet47_jelly_0.png,0,에피소드3 '용의 협곡'에서만 등장하는 날개 달린 코인(20코인),20,10,100,1,,,,4256
,,,,1501,,,,,,,item08_energy0,item08_energy_aniinfo.plist,,SoundEff_GetItemJelly,,AlchemistPotion,1000,item08_energy_0.png,playing_jelly.png,0,0,101,5,0,,,,,,,,,,0,[쿠키] 연금술사맛 쿠키의 아이템 시약병에 들어있는 체력회복물약,5,,,,,,,4257
,,,,,,,,,,,,,,SoundEff_GetJelly,,BlackberryJelly,4500,ch42_jelly.png,playing_jelly.png,0,0,0,3,0,,,,,,,,,,0,[쿠키] 블랙베리맛 쿠키의 영혼들이 생성하는 블랙베리젤리,,,,,,,,4258
,,,,1512,1510,1518,1537,,,,,,,SoundEff_GetJelly,,KiwiFuel,200000,ch43_jelly.png,playing_jelly.png,0,0,0,113,0,2000,,,1004,,,,,,0,[쿠키] 키위맛 쿠키의 변신에 필요한 연료젤리,20,401,1,1,,,,4259
,,,,1536,1503,,,,,,pet52_jelly10,pet52_jelly1_aniinfo.plist,,SoundEff_GetItemJelly,,KiwiPetGiant,3000,pet52_jelly1_1.png,playing_jelly.png,0,0,104,7,0,,404,,,,,,,,0,[펫] 키위새가 생성하는 키위맛 거대화 아이템,4000,3400,,,,,,4260
,,,,1533,,,,,,,,,,SoundEff_GetJelly,,KiwiPetKiwiKiwi,4500,pet52_jelly2.png,playing_jelly.png,0,0,0,7,1,,,,,,,,,,0,[펫] 키위맛 거대화 아이템을 먹을 시 장애물이 파괴되며 나타나는 키위젤리,500,,,,,,,4261
