UnlockId,activity_pointA,activity_pointB,bonus_qty,contentsVersion,group_seq,imageTag,item_id,moneyTypeA,moneyTypeB,money_stuff_seqA,money_stuff_seqB,priceA,priceB,qty,related_stuff_seq,slotPriority,stuffStatus,stuffType,stuff_name,tag,_key
0,0,0,0,0,2002304,mt_n2_3_04,,1,1,0,0,2000,0,1,0,0,1,M,Dungeon Candy,1,2002304
0,0,0,0,0,2002305,mt_n2_3_05,,1,1,0,0,2000,0,1,0,0,1,M,Cockatiel Beak,1,2002305
0,0,0,0,0,2002306,mt_n2_3_06,,1,1,0,0,2000,0,1,0,0,1,M,Red Monkey Butt Hair,1,2002306
0,0,0,0,0,2002307,mt_n2_3_07,,1,1,0,0,2000,0,1,0,0,1,M,Burnt Scroll,1,2002307
0,0,0,0,0,2002308,mt_n2_3_08,,1,1,0,0,2000,0,1,0,0,1,M,Giant Dragonfly Wing,1,2002308
0,0,0,0,0,2002309,mt_n2_3_09,,1,1,0,0,2000,0,1,0,0,1,M,Sugar Flower Petal,1,2002309
0,0,0,0,0,2002401,mt_n2_4_01,,1,1,0,0,4000,0,1,0,0,1,M,Choco Chateau Gold Leaf,1,2002401
0,0,0,0,0,2002402,mt_n2_4_02,,1,1,0,0,4000,0,1,0,0,1,M,Broken Throne Fragment,1,2002402
0,0,0,0,0,2002403,mt_n2_4_03,,1,1,0,0,4000,0,1,0,0,1,M,Broken Crystal Ball,1,2002403
0,0,0,0,0,2002404,mt_n2_4_04,,1,1,0,0,4000,0,1,0,0,1,M,Steel Rose Thorn,1,2002404
0,0,0,0,0,2002405,mt_n2_4_05,,1,1,0,0,4000,0,1,0,0,1,M,Giant Honey Snail's Slime,1,2002405
0,0,0,0,0,2002406,mt_n2_4_06,,1,1,0,0,4000,0,1,0,0,1,M,Golden Lake Mist,1,2002406
0,0,0,0,0,2002407,mt_n2_4_07,,1,1,0,0,4000,0,1,0,0,1,M,Double Knotted Vine,1,2002407
0,0,0,0,0,2002408,mt_n2_4_08,,1,1,0,0,4000,0,1,0,0,1,M,Pineapple Jam of Legend,1,2002408
0,0,0,0,0,2002409,mt_n2_4_09,,1,1,0,0,4000,0,1,0,0,1,M,Lotus of Wisdom,1,2002409
0,0,0,0,0,2002410,mt_n2_4_10,,1,1,0,0,4000,0,1,0,0,1,M,Pocket Thunder Cloud,1,2002410
0,0,0,0,0,2002411,mt_n2_4_11,,1,1,0,0,4000,0,1,0,0,1,M,Primordial Drink,1,2002411
0,0,0,0,0,2002501,mt_n2_5_01,,1,1,0,0,8000,0,1,0,0,1,M,Doomsaying Slate,1,2002501
0,0,0,0,0,2002502,mt_n2_5_02,,1,1,0,0,8000,0,1,0,0,1,M,Holy Sacred Bean,1,2002502
0,0,0,0,0,2002503,mt_n2_5_03,,1,1,0,0,8000,0,1,0,0,1,M,Glistening Rainbow Shard,1,2002503
0,0,0,0,0,2002504,mt_n2_5_04,,1,1,0,0,8000,0,1,0,0,1,M,100-year-old Magic Sap,1,2002504
0,0,0,0,0,2002505,mt_n2_5_05,,1,1,0,0,8000,0,1,0,0,1,M,Moonlight Primrose,1,2002505
0,0,0,0,0,2002506,mt_n2_5_06,,1,1,0,0,8000,0,1,0,0,1,M,Starlight Passion Flower,1,2002506
0,0,0,0,0,2003101,mt_n3_1_01,,1,1,0,0,500,0,1,0,0,1,M,Lava Splatter,1,2003101
0,0,0,0,0,2003102,mt_n3_1_02,,1,1,0,0,500,0,1,0,0,1,M,Heavy Tree Branch,1,2003102
0,0,0,0,0,2003201,mt_n3_2_01,,1,1,0,0,1000,0,1,0,0,1,M,Chocolate Magma Block,1,2003201
0,0,0,0,0,2003202,mt_n3_2_02,,1,1,0,0,1000,0,1,0,0,1,M,Giant Sulfuric Egg,1,2003202
0,0,0,0,0,2003203,mt_n3_2_03,,1,1,0,0,1000,0,1,0,0,1,M,Flaming Marshmallow,1,2003203
0,0,0,0,0,2003204,mt_n3_2_04,,1,1,0,0,1000,0,1,0,0,1,M,Flame Glow Acorn,1,2003204
0,0,0,0,0,2003301,mt_n3_3_01,,1,1,0,0,2000,0,1,0,0,1,M,Bloodstone,1,2003301
0,0,0,0,0,2003302,mt_n3_3_02,,1,1,0,0,2000,0,1,0,0,1,M,Blazing Fire Poker,1,2003302
0,0,0,0,0,2003303,mt_n3_3_03,,1,1,0,0,2000,0,1,0,0,1,M,Rare Tiny Organism,1,2003303
0,0,0,0,0,2003304,mt_n3_3_04,,1,1,0,0,2000,0,1,0,0,1,M,Sulfuric Spring Water,1,2003304
0,0,0,0,0,2003305,mt_n3_3_05,,1,1,0,0,2000,0,1,0,0,1,M,Baby Dragon Doodle,1,2003305
0,0,0,0,0,2003306,mt_n3_3_06,,1,1,0,0,2000,0,1,0,0,1,M,Salamander Tail,1,2003306
0,0,0,0,0,2003307,mt_n3_3_07,,1,1,0,0,2000,0,1,0,0,1,M,Golden Button,1,2003307
0,0,0,0,0,2003401,mt_n3_4_01,,1,1,0,0,4000,0,1,0,0,1,M,Crimson Crystal,1,2003401
0,0,0,0,0,2003402,mt_n3_4_02,,1,1,0,0,4000,0,1,0,0,1,M,Hellhound's Iron Claw,1,2003402
0,0,0,0,0,2003403,mt_n3_4_03,,1,1,0,0,4000,0,1,0,0,1,M,Angry Glacier Blast,1,2003403
0,0,0,0,0,2003404,mt_n3_4_04,,1,1,0,0,4000,0,1,0,0,1,M,Crater Dwelling Lava Flower,1,2003404
0,0,0,0,0,2003405,mt_n3_4_05,,1,1,0,0,4000,0,1,0,0,1,M,Lightning-struck Baobab Fruit,1,2003405
0,0,0,0,0,2003406,mt_n3_4_06,,1,1,0,0,4000,0,1,0,0,1,M,Chocolate Fondue Biscuit,1,2003406
0,0,0,0,0,2003407,mt_n3_4_07,,1,1,0,0,4000,0,1,0,0,1,M,Broken Gold Cross,1,2003407
0,0,0,0,0,2003408,mt_n3_4_08,,1,1,0,0,4000,0,1,0,0,1,M,Floating Blue Gem,1,2003408
0,0,0,0,0,2003409,mt_n3_4_09,,1,1,0,0,4000,0,1,0,0,1,M,Rough Dragon Scale,1,2003409
0,0,0,0,0,2003410,mt_n3_4_10,,1,1,0,0,4000,0,1,0,0,1,M,Demon Blood,1,2003410
0,0,0,0,0,2003501,mt_n3_5_01,,1,1,0,0,8000,0,1,0,0,1,M,Melted Ring of Power,1,2003501
0,0,0,0,0,2003502,mt_n3_5_02,,1,1,0,0,8000,0,1,0,0,1,M,Fiery Phoenix Tear,1,2003502
0,0,0,0,0,2003503,mt_n3_5_03,,1,1,0,0,8000,0,1,0,0,1,M,Chipped Royal Seal,1,2003503
0,0,0,0,0,2003504,mt_n3_5_04,,1,1,0,0,8000,0,1,0,0,1,M,Bubbling Magma Chocolate,1,2003504
0,0,0,0,0,2003505,mt_n3_5_05,,1,1,0,0,8000,0,1,0,0,1,M,Magma Whale's Whisker,1,2003505
0,0,0,0,0,2003506,mt_n3_5_06,,1,1,0,0,8000,0,1,0,0,1,M,Burning Dragon Breath,1,2003506
0,0,0,0,0,2004101,mt_n4_1_01,,1,1,0,0,500,0,1,0,0,1,M,Rusty Brass Piece,1,2004101
0,0,0,0,0,2004102,mt_n4_1_02,,1,1,0,0,500,0,1,0,0,1,M,Bookworm's Eyeglass Temple,1,2004102
0,0,0,0,0,2004201,mt_n4_2_01,,1,1,0,0,1000,0,1,0,0,1,M,Mysterious Maze Piece,1,2004201
0,0,0,0,0,2004202,mt_n4_2_02,,1,1,0,0,1000,0,1,0,0,1,M,Dried Flower Petal,1,2004202
0,0,0,0,0,2004203,mt_n4_2_03,,1,1,0,0,1000,0,1,0,0,1,M,Star-shaped Brass Cap,1,2004203
0,0,0,0,0,2004204,mt_n4_2_04,,1,1,0,0,1000,0,1,0,0,1,M,Pink Dawn Waxcap,1,2004204
0,0,0,0,0,2004301,mt_n4_3_01,,1,1,0,0,2000,0,1,0,0,1,M,Sticky Purple Slime,1,2004301
0,0,0,0,0,2004302,mt_n4_3_02,,1,1,0,0,2000,0,1,0,0,1,M,Lucky Crystal,1,2004302
0,0,0,0,0,2004303,mt_n4_3_03,,1,1,0,0,2000,0,1,0,0,1,M,Nightmare Extract,1,2004303
0,0,0,0,0,2004304,mt_n4_3_04,,1,1,0,0,2000,0,1,0,0,1,M,Lonely Wizard's Tear,1,2004304
0,0,0,0,0,2004305,mt_n4_3_05,,1,1,0,0,2000,0,1,0,0,1,M,Nepenthes Lips,1,2004305
0,0,0,0,0,2004306,mt_n4_3_06,,1,1,0,0,2000,0,1,0,0,1,M,5-Color Pepper,1,2004306
0,0,0,0,0,2004307,mt_n4_3_07,,1,1,0,0,2000,0,1,0,0,1,M,Rainbow Ink,1,2004307
0,0,0,0,0,2004308,mt_n4_3_08,,1,1,0,0,2000,0,1,0,0,1,M,Steel Gear Piece,1,2004308
0,0,0,0,0,2004401,mt_n4_4_01,,1,1,0,0,4000,0,1,0,0,1,M,Cloud Fairy Wing,1,2004401
0,0,0,0,0,2004402,mt_n4_4_02,,1,1,0,0,4000,0,1,0,0,1,M,Honey Mandrake Root,1,2004402
0,0,0,0,0,2004403,mt_n4_4_03,,1,1,0,0,4000,0,1,0,0,1,M,Time Stopping Powder,1,2004403
0,0,0,0,0,2004404,mt_n4_4_04,,1,1,0,0,4000,0,1,0,0,1,M,Golden Clockwork Key,1,2004404
0,0,0,0,0,2004405,mt_n4_4_05,,1,1,0,0,4000,0,1,0,0,1,M,Time Binding Magic Band,1,2004405
0,0,0,0,0,2004406,mt_n4_4_06,,1,1,0,0,4000,0,1,0,0,1,M,Ominous Mirror Shard,1,2004406
0,0,0,0,0,2004407,mt_n4_4_07,,1,1,0,0,4000,0,1,0,0,1,M,Unicorn's Rainbow Horn,1,2004407
0,0,0,0,0,2004501,mt_n4_5_01,,1,1,0,0,8000,0,1,0,0,1,M,Abyssal Obsidian,1,2004501
0,0,0,0,0,2004502,mt_n4_5_02,,1,1,0,0,8000,0,1,0,0,1,M,Magic Hourglass Sand,1,2004502
0,0,0,0,0,2004503,mt_n4_5_03,,1,1,0,0,8000,0,1,0,0,1,M,Poison Leaf of Immortality,1,2004503
0,0,0,0,0,2004504,mt_n4_5_04,,1,1,0,0,8000,0,1,0,0,1,M,Magic Golden Seal,1,2004504
0,0,0,0,0,2004505,mt_n4_5_05,,1,1,0,0,8000,0,1,0,0,1,M,Galaxy Powder,1,2004505
0,0,0,0,0,2004506,mt_n4_5_06,,1,1,0,0,8000,0,1,0,0,1,M,New-born Star Piece,1,2004506
0,0,0,0,0,2004507,mt_n4_5_07,,1,1,0,0,8000,0,1,0,0,1,M,Moonlight Dream Essence,1,2004507
0,0,0,0,0,2005101,mt_n5_1_01,,1,1,0,0,500,0,1,0,0,1,M,Cotton Candy Sheep's Wool,1,2005101
0,0,0,0,0,2005102,mt_n5_1_02,,1,1,0,0,500,0,1,0,0,1,M,Candy Cane Leaf,1,2005102
0,0,0,0,0,2005201,mt_n5_2_01,,1,1,0,0,1000,0,1,0,0,1,M,Strawberry Jam Bead,1,2005201
0,0,0,0,0,2005202,mt_n5_2_02,,1,1,0,0,1000,0,1,0,0,1,M,Fruit Seed Biscuit,1,2005202
0,0,0,0,0,2005203,mt_n5_2_03,,1,1,0,0,1000,0,1,0,0,1,M,Jelly Frog's Hind Leg,1,2005203
0,0,0,0,0,2005204,mt_n5_2_04,,1,1,0,0,1000,0,1,0,0,1,M,Sour Jelly Bracken Piece,1,2005204
0,0,0,0,0,2005301,mt_n5_3_01,,1,1,0,0,2000,0,1,0,0,1,M,Cotton Candy Sheep's Horn,1,2005301
0,0,0,0,0,2005302,mt_n5_3_02,,1,1,0,0,2000,0,1,0,0,1,M,Milk Dipped Biscuit,1,2005302
0,0,0,0,0,2005303,mt_n5_3_03,,1,1,0,0,2000,0,1,0,0,1,M,Jelly Snake's Tongue,1,2005303
0,0,0,0,0,2005304,mt_n5_3_04,,1,1,0,0,2000,0,1,0,0,1,M,Shiny Ribbon,1,2005304
0,0,0,0,0,2005305,mt_n5_3_05,,1,1,0,0,2000,0,1,0,0,1,M,Baby Jelly Dino's Pacifier,1,2005305
0,0,0,0,0,2005401,mt_n5_4_01,,1,1,0,0,4000,0,1,0,0,1,M,Rainbow Jelly Frog Egg,1,2005401
0,0,0,0,0,2005402,mt_n5_4_02,,1,1,0,0,4000,0,1,0,0,1,M,Fossilized Amber,1,2005402
0,0,0,0,0,2005403,mt_n5_4_03,,1,1,0,0,4000,0,1,0,0,1,M,Golden Honeycomb,1,2005403
0,0,0,0,0,2005404,mt_n5_4_04,,1,1,0,0,4000,0,1,0,0,1,M,Shining Rainbow Star Fruit,1,2005404
0,0,0,0,0,2005405,mt_n5_4_05,,1,1,0,0,4000,0,1,0,0,1,M,Red Sugar Cube,1,2005405
0,0,0,0,0,2005406,mt_n5_4_06,,1,1,0,0,4000,0,1,0,0,1,M,Blue Sugar Cube,1,2005406
0,0,0,0,0,2005407,mt_n5_4_07,,1,1,0,0,4000,0,1,0,0,1,M,Sacred Jelly Tree Leaf,1,2005407
0,0,0,0,0,2005408,mt_n5_4_08,,1,1,0,0,4000,0,1,0,0,1,M,Candy Planet Sugar Ring,1,2005408
0,0,0,0,0,2005501,mt_n5_5_01,,1,1,0,0,8000,0,1,0,0,1,M,Biscuit Fragment of Myth,1,2005501
0,0,0,0,0,2005502,mt_n5_5_02,,1,1,0,0,8000,0,1,0,0,1,M,Autumnal Jelly Dew,1,2005502
0,0,0,0,0,2005503,mt_n5_5_03,,1,1,0,0,8000,0,1,0,0,1,M,Golden Squirrel's Eye Jewel,1,2005503
0,0,0,0,0,2005504,mt_n5_5_04,,1,1,0,0,8000,0,1,0,0,1,M,Ruby Raspberry,1,2005504
0,0,0,0,0,2005505,mt_n5_5_05,,1,1,0,0,8000,0,1,0,0,1,M,Millennial Sugar Pearl,1,2005505
0,0,0,0,0,2005506,mt_n5_5_06,,1,1,0,0,8000,0,1,0,0,1,M,Milky Way Ammonite,1,2005506
0,0,0,0,0,2005507,mt_n5_5_07,,1,1,0,0,8000,0,1,0,0,1,M,Sugar Swan's Feather,1,2005507
0,0,0,0,0,2005508,mt_n5_5_08,,1,1,0,0,8000,0,1,0,0,1,M,Infinite Bubble,1,2005508
0,0,0,0,0,2006101,mt_n6_1_01,,1,1,0,0,500,0,1,0,0,1,M,Tteokbokki Sauce,1,2006101
0,0,0,0,0,2006102,mt_n6_1_02,,1,1,0,0,500,0,1,0,0,1,M,Rice Grain Rope,1,2006102
0,0,0,0,0,2006201,mt_n6_2_01,,1,1,0,0,1000,0,1,0,0,1,M,Flower-scented Yanggaeng,1,2006201
0,0,0,0,0,2006202,mt_n6_2_02,,1,1,0,0,1000,0,1,0,0,1,M,Okchun Candy Shard,1,2006202
0,0,0,0,0,2006203,mt_n6_2_03,,1,1,0,0,1000,0,1,0,0,1,M,Melted Lantern Persimmon,1,2006203
0,0,0,0,0,2006204,mt_n6_2_04,,1,1,0,0,1000,0,1,0,0,1,M,Puffed Rice Fluff,1,2006204
0,0,0,0,0,2006301,mt_n6_3_01,,1,1,0,0,2000,0,1,0,0,1,M,Empty Tortoise Shell,1,2006301
0,0,0,0,0,2006302,mt_n6_3_02,,1,1,0,0,2000,0,1,0,0,1,M,Hellfire Tteokbokki,1,2006302
0,0,0,0,0,2006303,mt_n6_3_03,,1,1,0,0,2000,0,1,0,0,1,M,Nurungji Register,1,2006303
0,0,0,0,0,2006304,mt_n6_3_04,,1,1,0,0,2000,0,1,0,0,1,M,Reddened Barley Reed,1,2006304
0,0,0,0,0,2006305,mt_n6_3_05,,1,1,0,0,2000,0,1,0,0,1,M,Civil Servant's Date Beard,1,2006305
0,0,0,0,0,2006401,mt_n6_4_01,,1,1,0,0,4000,0,1,0,0,1,M,Super Salted Seaweed,1,2006401
0,0,0,0,0,2006402,mt_n6_4_02,,1,1,0,0,4000,0,1,0,0,1,M,Sunburned Roof Tile,1,2006402
0,0,0,0,0,2006403,mt_n6_4_03,,1,1,0,0,4000,0,1,0,0,1,M,Fresh Peach Jam,1,2006403
0,0,0,0,0,2006404,mt_n6_4_04,,1,1,0,0,4000,0,1,0,0,1,M,Sesame Seed Honey Lump,1,2006404
0,0,0,0,0,2006405,mt_n6_4_05,,1,1,0,0,4000,0,1,0,0,1,M,Civil Servant's Date Hilt,1,2006405
0,0,0,0,0,2006406,mt_n6_4_06,,1,1,0,0,4000,0,1,0,0,1,M,Sacred Butterfly Wing,1,2006406
0,0,0,0,0,2006407,mt_n6_4_07,,1,1,0,0,4000,0,1,0,0,1,M,Paradise Lotus Leaves,1,2006407
0,0,0,0,0,2006501,mt_n6_5_01,,1,1,0,0,8000,0,1,0,0,1,M,Dragontail Scale,1,2006501
0,0,0,0,0,2006502,mt_n6_5_02,,1,1,0,0,8000,0,1,0,0,1,M,Keen Dragon Claw,1,2006502
0,0,0,0,0,2006503,mt_n6_5_03,,1,1,0,0,8000,0,1,0,0,1,M,World Tree Blossom Bud,1,2006503
0,0,0,0,0,2006504,mt_n6_5_04,,1,1,0,0,8000,0,1,0,0,1,M,Sunset-died Eternal Flower,1,2006504
0,0,0,0,0,2006505,mt_n6_5_05,,1,1,0,0,8000,0,1,0,0,1,M,Moisty Cliff Shard,1,2006505
0,0,0,0,0,2006506,mt_n6_5_06,,1,1,0,0,8000,0,1,0,0,1,M,Mirror of Truth Shard,1,2006506
0,0,0,0,0,2006507,mt_n6_5_07,,1,1,0,0,8000,0,1,0,0,1,M,Sublime Crane Feather,1,2006507
0,0,0,0,0,2006508,mt_n6_5_08,,1,1,0,0,8000,0,1,0,0,1,M,Glowing World Tree Leaf,1,2006508
0,0,0,0,0,2501101,mt_s1_1_01,,1,1,0,0,500,0,1,0,0,1,M,Kelp Caught on the Anchor,1,2501101
0,0,0,0,0,2501102,mt_s1_1_02,,1,1,0,0,500,0,1,0,0,1,M,Chewy Starfish,1,2501102
0,0,0,0,0,2501201,mt_s1_2_01,,1,1,0,0,1000,0,1,0,0,1,M,Cocoa Butter,1,2501201
0,0,0,0,0,2501202,mt_s1_2_02,,1,1,0,0,1000,0,1,0,0,1,M,Evening Moss,1,2501202
0,0,0,0,0,2501203,mt_s1_2_03,,1,1,0,0,1000,0,1,0,0,1,M,Snapped Pearl Necklace,1,2501203
0,0,0,0,0,2501301,mt_s1_3_01,,1,1,0,0,2000,0,1,0,0,1,M,Sturgeon Bone Powder,1,2501301
0,0,0,0,0,2501302,mt_s1_3_02,,1,1,0,0,2000,0,1,0,0,1,M,Captain's Eye Patch,1,2501302
0,0,0,0,0,2501303,mt_s1_3_03,,1,1,0,0,2000,0,1,0,0,1,M,Boatman's Vengeful Spirit,1,2501303
0,0,0,0,0,2501401,mt_s1_4_01,,1,1,0,0,4000,0,1,0,0,1,M,Electric Eel Gill,1,2501401
0,0,0,0,0,2501402,mt_s1_4_02,,1,1,0,0,4000,0,1,0,0,1,M,Soul of a Gray Whale,1,2501402
0,0,0,0,0,2501403,mt_s1_4_03,,1,1,0,0,4000,0,1,0,0,1,M,15g of Arctic Aurora,1,2501403
0,0,0,0,0,2501404,mt_s1_4_04,,1,1,0,0,4000,0,1,0,0,1,M,Black Sea Salt Crystals,1,2501404
0,0,0,0,0,2501501,mt_s1_5_01,,1,1,0,0,8000,0,1,0,0,1,M,Heavenly Gold Bell's Clapper,1,2501501
0,0,0,0,0,2501502,mt_s1_5_02,,1,1,0,0,8000,0,1,0,0,1,M,Aged Caribbean Drink,1,2501502
0,0,0,0,0,2501503,mt_s1_5_03,,1,1,0,0,8000,0,1,0,0,1,M,Sea Goddess Statue's Wing,1,2501503
0,0,0,0,0,2502101,mt_s2_1_01,,1,1,0,0,500,0,1,0,0,1,M,Broken Snowflake Candy,1,2502101
0,0,0,0,0,2502102,mt_s2_1_02,,1,1,0,0,500,0,1,0,0,1,M,Blue Whale's Beard,1,2502102
0,0,0,0,0,2502201,mt_s2_2_01,,1,1,0,0,1000,0,1,0,0,1,M,Deep Sea Mussel Meat,1,2502201
0,0,0,0,0,2502202,mt_s2_2_02,,1,1,0,0,1000,0,1,0,0,1,M,Tripodfish's Third Leg,1,2502202
0,0,0,0,0,2502203,mt_s2_2_03,,1,1,0,0,1000,0,1,0,0,1,M,Giant Jellyfish Tentacle,1,2502203
0,0,0,0,0,2502301,mt_s2_3_01,,1,1,0,0,2000,0,1,0,0,1,M,Handful of Ice Salt,1,2502301
0,0,0,0,0,2502302,mt_s2_3_02,,1,1,0,0,2000,0,1,0,0,1,M,Red Goblin Shark Tooth,1,2502302
0,0,0,0,0,2502303,mt_s2_3_03,,1,1,0,0,2000,0,1,0,0,1,M,Frozen Sea Breeze,1,2502303
0,0,0,0,0,2502401,mt_s2_4_01,,1,1,0,0,4000,0,1,0,0,1,M,Red Lionfish's Splendid Fin,1,2502401
0,0,0,0,0,2502402,mt_s2_4_02,,1,1,0,0,4000,0,1,0,0,1,M,Frozen Flower Petal,1,2502402
0,0,0,0,0,2502403,mt_s2_4_03,,1,1,0,0,4000,0,1,0,0,1,M,Deep Sea Firefly Glow Dust,1,2502403
