action,comment,condition,episode_seq,finish,game_statistics_category,game_statistics_index,game_statistics_plist,game_statistics_sprite,ice_tower_mission_order,ice_tower_stage,increment,nomal_quest_type,operator,quest_category,quest_status,quest_type,resouce_key_string,reward_qty,reward_seq,reward_type,start,_key
AFTER_PLAY,Gather no Winged Jellies,questIsFinished(50202602),502,0,2,1004,event_various_game.plist,event_game_goal_81.png,3,26,#jellyMagicStat_1004_GetCount,N,LESS,0,1,NORMAL,1play,1000,,P,0,50202603
AFTER_PLAY,Clear within 80 seconds,,502,80,0,19,event_various_game.plist,event_game_goal_64.png,1,27,#runningPlayTime,N,LESS,0,1,NORMAL,1play,1,,G,0,50202701
AFTER_PLAY,Crush 80 obstacles,questIsFinished(50202701),502,80,0,12,event_various_game.plist,event_game_goal_14.png,2,27,#destroyObstacle,N,SET,0,1,NORMAL,1play,1,1700301,S,0,50202702
AFTER_PLAY,Crush 120 obstacles,questIsFinished(50202702),502,120,0,12,event_various_game.plist,event_game_goal_14.png,3,27,#destroyObstacle,N,SET,0,1,NORMAL,1play,1,80002,S,0,50202703
AFTER_PLAY,"Gather 1,220 Jellies",,502,1220,0,6,event_various_game.plist,event_game_goal_09.png,1,28,#jellyCount,N,SET,0,1,NORMAL,1play,700,,P,0,50202801
AFTER_PLAY,Gather 4 Silver Coins max,questIsFinished(50202801),502,4,0,32,event_various_game.plist,event_game_goal_77.png,2,28,#silverCoinJelly,N,LESS,0,1,NORMAL,1play,1,2201,S,0,50202802
AFTER_PLAY,Crush 4 obstacles max,questIsFinished(50202802),502,4,0,12,event_various_game.plist,event_game_goal_70.png,3,28,#destroyObstacle,N,LESS,0,1,NORMAL,1play,10000,,C,0,50202803
AFTER_PLAY,Clear within 65 seconds,,502,65,0,19,event_various_game.plist,event_game_goal_64.png,1,29,#runningPlayTime,N,LESS,0,1,NORMAL,1play,1,1700201,S,0,50202901
AFTER_PLAY,Gather 380 Silver Coins,questIsFinished(50202901),502,380,0,32,event_various_game.plist,event_game_goal_52.png,2,29,#silverCoinJelly,N,SET,0,1,NORMAL,1play,2,,K,0,50202902
AFTER_PLAY,Crush 165 obstacles,questIsFinished(50202902),502,165,0,12,event_various_game.plist,event_game_goal_14.png,3,29,#destroyObstacle,N,SET,0,1,NORMAL,1play,1000,,P,0,50202903
AFTER_PLAY,Clear within 100 seconds,,502,100,0,19,event_various_game.plist,event_game_goal_64.png,1,30,#runningPlayTime,N,LESS,0,1,NORMAL,1play,1,832,GPS,0,50203001
AFTER_PLAY,Gather 20 Giant Coins,questIsFinished(50203001),502,20,0,34,event_various_game.plist,event_game_goal_24.png,2,30,#bigGoldCoinJelly,N,SET,0,1,NORMAL,1play,10,,G,0,50203002
AFTER_PLAY,Jump 42 times max,questIsFinished(50203002),502,42,0,1,event_various_game.plist,event_game_goal_61.png,3,30,#totalJump,N,LESS,0,1,NORMAL,1play,1,1508201,S,0,50203003
AFTER_PLAY,Gather 7 Silver Coins max,,502,7,0,32,event_various_game.plist,event_game_goal_77.png,1,31,#silverCoinJelly,N,LESS,0,1,NORMAL,1play,2,,K,0,50203101
AFTER_PLAY,"Gather 3,660 Coins",questIsFinished(50203101),502,3660,0,22,event_various_game.plist,event_game_goal_02.png,2,31,#pureCoin,N,SET,0,1,NORMAL,1play,900,,P,0,50203102
AFTER_PLAY,Gather 550 Coins max,questIsFinished(50203102),502,550,0,22,event_various_game.plist,event_game_goal_60.png,3,31,#pureCoin,N,LESS,0,1,NORMAL,1play,8000,,C,0,50203103
AFTER_PLAY,Crush 170 obstacles,,502,170,0,12,event_various_game.plist,event_game_goal_14.png,1,32,#destroyObstacle,N,SET,0,1,NORMAL,1play,8000,,C,0,50203201
AFTER_PLAY,Run at least 50 seconds,questIsFinished(50203201),502,50,0,19,event_various_game.plist,event_game_goal_07.png,2,32,#runningPlayTime,N,SET,0,1,NORMAL,1play,1,80001,S,0,50203202
AFTER_PLAY,Gather 135 Yellow Bear Jellies,questIsFinished(50203202),502,135,0,8,event_various_game.plist,event_game_goal_10.png,3,32,#yellowBearJelly,N,SET,0,1,NORMAL,1play,1,1700301,S,0,50203203
AFTER_PLAY,"Gather 1,300 Jellies in Bonus Time",,502,1300,0,42,event_various_game.plist,event_game_goal_29.png,1,33,#jellyCountInBonusTime,N,SET,0,1,NORMAL,1play,20,,L,0,50203301
AFTER_PLAY,"Gather 1,600 Jellies in Bonus Time",questIsFinished(50203301),502,1600,0,42,event_various_game.plist,event_game_goal_29.png,2,33,#jellyCountInBonusTime,N,SET,0,1,NORMAL,1play,2,,G,0,50203302
AFTER_PLAY,"Gather 1,300 Coins",questIsFinished(50203302),502,1300,0,22,event_various_game.plist,event_game_goal_02.png,3,33,#pureCoin,N,SET,0,1,NORMAL,1play,1000,,P,0,50203303
AFTER_PLAY,Double Jump 34 times,,502,34,0,3,event_various_game.plist,event_game_goal_04.png,1,34,#doubleJump,N,SET,0,1,NORMAL,1play,1,80001,S,0,50203401
AFTER_PLAY,Gather 18 Gold Coins,questIsFinished(50203401),502,18,2,777,event_various_game.plist,event_game_goal_23.png,2,34,#jellyMagicStat_777_GetCount,N,SET,0,1,NORMAL,1play,9000,,C,0,50203402
AFTER_PLAY,Single Jump 105 times,questIsFinished(50203402),502,105,0,2,event_various_game.plist,event_game_goal_46.png,3,34,#jump,N,SET,0,1,NORMAL,1play,3,,G,0,50203403
AFTER_PLAY,"Gather 1,500 Colorful Star Jellies",,502,1500,2,1002,event_various_game.plist,event_game_goal_57.png,1,35,#jellyMagicStat_1002_GetCount,N,SET,0,1,NORMAL,1play,130,,A,0,50203501
AFTER_PLAY,Gather 1650 Colorful Star Jellies,questIsFinished(50203501),502,1650,2,1002,event_various_game.plist,event_game_goal_57.png,2,35,#jellyMagicStat_1002_GetCount,N,SET,0,1,NORMAL,1play,1,1700201,S,0,50203502
AFTER_PLAY,Gather 42 Silver Coins,questIsFinished(50203502),502,42,0,32,event_various_game.plist,event_game_goal_52.png,3,35,#silverCoinJelly,N,SET,0,1,NORMAL,1play,1000,,P,0,50203503
AFTER_PLAY,Reach the Frozen Gate,,502,1,0,61,event_various_game.plist,event_game_goal_58.png,1,36,#PassedIceDoor,N,SET,0,1,NORMAL,1play,700,,P,0,50203601
AFTER_PLAY,Gather 900 Frozen Bear Jellies,questIsFinished(50203601),502,900,1,506,event_various_game.plist,event_game_goal_86.png,2,36,#jelly_506_GetCount,N,SET,0,1,NORMAL,1play,1,80002,S,0,50203602
AFTER_PLAY,Gather 945 basic Jellies,questIsFinished(50203602),502,945,1,500,event_various_game.plist,event_game_goal_88.png,3,36,#jelly_500_GetCount,N,SET,0,1,NORMAL,1play,3,,G,0,50203603
AFTER_PLAY,Crush 175 obstacles,,502,175,0,12,event_various_game.plist,event_game_goal_14.png,1,37,#destroyObstacle,N,SET,0,1,NORMAL,1play,8000,,C,0,50203701
AFTER_PLAY,Gather 580 Frozen Bear Jellies,questIsFinished(50203701),502,580,1,506,event_various_game.plist,event_game_goal_86.png,2,37,#jelly_506_GetCount,N,SET,0,1,NORMAL,1play,2,,K,0,50203702
AFTER_PLAY,Single Jump 120 times,questIsFinished(50203702),502,120,0,2,event_various_game.plist,event_game_goal_46.png,3,37,#jump,N,SET,0,1,NORMAL,1play,1,1700301,S,0,50203703
AFTER_PLAY,Gather 150 Silver Coins,,502,150,0,32,event_various_game.plist,event_game_goal_52.png,1,38,#silverCoinJelly,N,SET,0,1,NORMAL,1play,1,,G,0,50203801
AFTER_PLAY,Run at least 56 seconds,questIsFinished(50203801),502,56,0,19,event_various_game.plist,event_game_goal_07.png,2,38,#runningPlayTime,N,SET,0,1,NORMAL,1play,9000,,C,0,50203802
AFTER_PLAY,Crush 2 obstacles max,questIsFinished(50203802),502,2,0,12,event_various_game.plist,event_game_goal_70.png,3,38,#destroyObstacle,N,LESS,0,1,NORMAL,1play,1,853,S,0,50203803
AFTER_PLAY,Run into 1 obstacle max,,502,1,0,14,event_various_game.plist,event_game_goal_72.png,1,39,#collision,N,LESS,0,1,NORMAL,1play,1,1700201,S,0,50203901
AFTER_PLAY,Gather 160 Frozen Bear Jellies,questIsFinished(50203901),502,160,1,506,event_various_game.plist,event_game_goal_86.png,2,39,#jelly_506_GetCount,N,SET,0,1,NORMAL,1play,130,,A,0,50203902
AFTER_PLAY,Gather 897 Jellies,questIsFinished(50203902),502,897,0,6,event_various_game.plist,event_game_goal_09.png,3,39,#jellyCount,N,SET,0,1,NORMAL,1play,3,,G,0,50203903
AFTER_PLAY,Don't go to Bonus Time,,502,0,0,18,event_various_game.plist,event_game_goal_63.png,1,40,#enterBonusTime,N,LESS,0,1,NORMAL,1play,10,,G,0,50204001
AFTER_PLAY,Gather 400 Alphabet Jellies,questIsFinished(50204001),502,400,0,45,event_various_game.plist,event_game_goal_32.png,2,40,#alphabetJellyCount,N,SET,0,1,NORMAL,1play,1,80003,S,0,50204002
AFTER_PLAY,"Gather 4,400 Coins",questIsFinished(50204002),502,4400,0,22,event_various_game.plist,event_game_goal_02.png,3,40,#pureCoin,N,SET,0,1,NORMAL,1play,1,1508401,S,0,50204003
AFTER_PLAY,Gather 777 Silver Coins,,502,777,0,32,event_various_game.plist,event_game_goal_52.png,1,41,#silverCoinJelly,N,SET,0,1,NORMAL,1play,700,,P,0,50204101
AFTER_PLAY,Slide for 65 seconds,questIsFinished(50204101),502,65,0,5,event_various_game.plist,event_game_goal_05.png,2,41,#slideTime,N,SET,0,1,NORMAL,1play,1,2201,S,0,50204102
AFTER_PLAY,Gather 290 Gold Coins,questIsFinished(50204102),502,290,2,777,event_various_game.plist,event_game_goal_23.png,3,41,#jellyMagicStat_777_GetCount,N,SET,0,1,NORMAL,1play,10000,,C,0,50204103
AFTER_PLAY,Single Jump 110 times,,502,110,0,2,event_various_game.plist,event_game_goal_46.png,1,42,#jump,N,SET,0,1,NORMAL,1play,8000,,C,0,50204201
AFTER_PLAY,Double Jump 72 times,questIsFinished(50204201),502,72,0,3,event_various_game.plist,event_game_goal_04.png,2,42,#doubleJump,N,SET,0,1,NORMAL,1play,20,,L,0,50204202
AFTER_PLAY,Clear within 73 seconds,questIsFinished(50204202),502,73,0,19,event_various_game.plist,event_game_goal_64.png,3,42,#runningPlayTime,N,LESS,0,1,NORMAL,1play,3,,G,0,50204203
