Chance,EpisodeId,ScenarioSet,Stage,Theme,health_modifier_ms,health_modifier_value,platform_1,platform_10,platform_100,platform_101,platform_102,platform_103,platform_104,platform_105,platform_106,platform_107,platform_108,platform_109,platform_11,platform_110,platform_111,platform_112,platform_113,platform_114,platform_115,platform_116,platform_117,platform_118,platform_119,platform_12,platform_120,platform_121,platform_122,platform_123,platform_124,platform_125,platform_126,platform_127,platform_128,platform_129,platform_13,platform_130,platform_131,platform_132,platform_133,platform_134,platform_135,platform_136,platform_137,platform_138,platform_139,platform_14,platform_140,platform_141,platform_142,platform_143,platform_144,platform_145,platform_146,platform_147,platform_148,platform_149,platform_15,platform_150,platform_151,platform_152,platform_153,platform_154,platform_155,platform_156,platform_157,platform_158,platform_159,platform_16,platform_160,platform_161,platform_162,platform_163,platform_164,platform_165,platform_166,platform_167,platform_168,platform_169,platform_17,platform_170,platform_171,platform_172,platform_173,platform_174,platform_175,platform_176,platform_177,platform_178,platform_179,platform_18,platform_180,platform_181,platform_182,platform_183,platform_184,platform_185,platform_186,platform_187,platform_188,platform_189,platform_19,platform_190,platform_191,platform_192,platform_193,platform_194,platform_195,platform_196,platform_197,platform_198,platform_199,platform_2,platform_20,platform_200,platform_201,platform_202,platform_203,platform_204,platform_205,platform_206,platform_207,platform_208,platform_209,platform_21,platform_210,platform_211,platform_212,platform_213,platform_214,platform_215,platform_216,platform_217,platform_218,platform_219,platform_22,platform_220,platform_221,platform_222,platform_223,platform_224,platform_225,platform_226,platform_227,platform_228,platform_229,platform_23,platform_230,platform_231,platform_232,platform_233,platform_234,platform_235,platform_236,platform_237,platform_238,platform_239,platform_24,platform_240,platform_241,platform_242,platform_243,platform_244,platform_245,platform_246,platform_247,platform_248,platform_249,platform_25,platform_250,platform_251,platform_252,platform_253,platform_254,platform_255,platform_256,platform_26,platform_27,platform_28,platform_29,platform_3,platform_30,platform_31,platform_32,platform_33,platform_34,platform_35,platform_36,platform_37,platform_38,platform_39,platform_4,platform_40,platform_41,platform_42,platform_43,platform_44,platform_45,platform_46,platform_47,platform_48,platform_49,platform_5,platform_50,platform_51,platform_52,platform_53,platform_54,platform_55,platform_56,platform_57,platform_58,platform_59,platform_6,platform_60,platform_61,platform_62,platform_63,platform_64,platform_65,platform_66,platform_67,platform_68,platform_69,platform_7,platform_70,platform_71,platform_72,platform_73,platform_74,platform_75,platform_76,platform_77,platform_78,platform_79,platform_8,platform_80,platform_81,platform_82,platform_83,platform_84,platform_85,platform_86,platform_87,platform_88,platform_89,platform_9,platform_90,platform_91,platform_92,platform_93,platform_94,platform_95,platform_96,platform_97,platform_98,platform_99,speed,_key
1,1,2,2,102,1000,4,1,208,,,,,,,,,,,209,,,,,,,,,,,210,,,,,,,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,,,,,,,202,,,,,,,,,,,203,,,,,,,,,,,204,,,,,,,,,,,205,,,,,,,,,,,206,,,,,,,,,,,207,,,,,,,,,,,910,epN01_tm02_1
1,1,3,3,103,1000,4,1,328,,,,,,,,,,,329,,,,,,,,,,,330,,,,,,,,,,,331,,,,,,,,,,,332,,,,,,,,,,,333,,,,,,,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,,,,,,,,,,,322,,,,,,,,,,,323,,,,,,,,,,,324,,,,,,,,,,,325,,,,,,,,,,,326,,,,,,,,,,,327,,,,,,,,,,,940,epN01_tm03_1
1,1,4,4,104,1000,4,1,408,,,,,,,,,,,409,,,,,,,,,,,410,,,,,,,,,,,411,,,,,,,,,,,412,,,,,,,,,,,413,,,,,,,,,,,414,,,,,,,,,,,415,,,,,,,,,,,416,,,,,,,,,,,2,,,,,,,,,,,400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,,,,,,,,,,,402,,,,,,,,,,,403,,,,,,,,,,,404,,,,,,,,,,,405,,,,,,,,,,,406,,,,,,,,,,,407,,,,,,,,,,,960,epN01_tm04_1
1,1,5,5,105,1000,4,1,538,,,,,,,,,,,539,,,,,,,,,,,540,,,,,,,,,,,541,,,,,,,,,,,542,,,,,,,,,,,543,,,,,,,,,,,544,,,,,,,,,,,545,,,,,,,,,,,546,,,,,,,,,,,547,,,,,,,,,,,530,548,,,,,,,,,,,549,,,,,,,,,,,550,,,,,,,,,,,551,,,,,,,,,,,552,,,,,,,,,,,2,,,,,,,,3,,,,531,,,,,,,,,,,532,,,,,,,,,,,533,,,,,,,,,,,534,,,,,,,,,,,535,,,,,,,,,,,536,,,,,,,,,,,537,,,,,,,,,,,1080,epN01_tm05_1
1,1,6,6,106,1000,4,1,638,,,,,,,,,,,639,,,,,,,,,,,640,,,,,,,,,,,641,,,,,,,,,,,642,,,,,,,,,,,643,,,,,,,,,,,644,,,,,,,,,,,615,,,,,,,,,,,616,,,,,,,,,,,617,,,,,,,,,,,630,618,,,,,,,,,,,619,,,,,,,,,,,620,,,,,,,,,,,621,,,,,,,,,,,622,,,,,,,,,,,623,,,,,,,,624,625,2,3,631,,,,,,,,,,,632,,,,,,,,,,,633,,,,,,,,,,,634,,,,,,,,,,,635,,,,,,,,,,,636,,,,,,,,,,,637,,,,,,,,,,,1020,epN01_tm06_1
1,1,7,7,107,1000,4,699,708,,,,,,,,,,,709,,,,,,,,,,,710,,,,,,,,,,,711,,,,,,,,,,,712,,,,,,,,,,,713,,,,,,,,,,,714,,,,,,,,,,,715,,,,,,,,,,,716,,,,,,,,,,,717,,,,,,,,,,,700,718,,,,,,,,,,,719,,,,,,,,,,,720,,,,,,,,,,,721,,,,,,,,,,,722,,,,,,,,,,,723,,,,,,,,724,725,2,3,701,,,,,,,,,,,702,,,,,,,,,,,703,,,,,,,,,,,704,,,,,,,,,,,705,,,,,,,,,,,706,,,,,,,,,,,707,,,,,,,,,,,1050,epN01_tm07_1
1,1,8,8,108,1000,4,1,808,,,,,,,,,,,809,,,,,,,,,,,810,,,,,,,,,,,811,,,,,,,,,,,812,,,,,,,,,,,813,,,,,,,,,,,814,,,,,,,,,,,815,,,,,,,,,,,816,,,,,,,,,,,817,,,,,,,,,,,800,818,,,,,,,,,,,819,,,,,,,,,,,820,,,,,,,,,,,821,,,,,,,,,,,822,,,,,,,,,,,823,,,,,,,,824,825,826,827,801,828,829,830,2,3,,,,,,802,,,,,,,,,,,803,,,,,,,,,,,804,,,,,,,,,,,805,,,,,,,,,,,806,,,,,,,,,,,807,,,,,,,,,,,1080,epN01_tm08_1
1,1,9,9,109,1000,4,1,908,,,,,,,,,,,909,,,,,,,,,,,910,,,,,,,,,,,911,,,,,,,,,,,912,,,,,,,,,,,913,,,,,,,,,,,914,,,,,,,,,,,915,,,,,,,,,,,916,,,,,,,,,,,917,,,,,,,,,,,900,918,,,,,,,,,,,919,,,,,,,,,,,920,,,,,,,,,,,921,,,,,,,,,,,922,,,,,,,,,,,923,,,,,,,,924,925,926,927,901,928,929,930,931,932,933,3,,,,902,,,,,,,,,,,903,,,,,,,,,,,904,,,,,,,,,,,905,,,,,,,,,,,906,,,,,,,,,,,907,,,,,,,,,,,1120,epN01_tm09_1
1,1,10,10,110,1000,4,1,1008,,,,,,,,,,,1009,,,,,,,,,,,1010,,,,,,,,,,,1011,,,,,,,,,,,1012,,,,,,,,,,,1013,,,,,,,,,,,1014,,,,,,,,,,,1015,,,,,,,,,,,1016,,,,,,,,,,,1017,,,,,,,,,,,1000,1018,,,,,,,,,,,1019,,,,,,,,,,,1020,,,,,,,,,,,1021,,,,,,,,,,,1022,,,,,,,,,,,1023,,,,,,,,1024,1025,1026,1027,1001,1028,1029,1030,1031,1032,1033,1034,1035,1036,1037,1002,1038,2,3,,,,,,,,1003,,,,,,,,,,,1004,,,,,,,,,,,1005,,,,,,,,,,,1006,,,,,,,,,,,1007,,,,,,,,,,,1160,epN01_tm10_1
1,1,11,11,111,1000,5,1099,1108,1198,1199,1200,1201,1202,1203,1204,1205,1206,1207,1109,1208,1209,1210,1211,1212,1213,1214,1215,1216,1217,1110,1218,1219,1220,1221,1222,1223,1224,1225,1226,1227,1111,1228,1229,1230,1231,1232,1233,1234,1235,1236,1237,1112,1238,1239,1240,1241,1242,1243,1244,1245,1246,1247,1113,1248,1249,1250,1251,1252,1253,1254,1255,1256,1257,1114,1258,1259,1260,1261,1262,1263,1264,1265,1266,1267,1115,1268,1269,1270,1271,1272,1273,1274,1275,1276,1277,1116,1278,1279,,,,,,,,,1117,,,,,,,,,,,1100,1118,,,,,,,,,,,1119,,,,,,,,,,,1120,,,,,,,,,,,1121,,,,,,,,,,,1122,,,,,,,,,,,1123,,,,,,,,1124,1125,1126,1127,1101,1128,1129,1130,1131,1132,1133,1134,1135,1136,1137,1102,1138,1139,1140,1141,1142,1143,1144,1145,1146,1147,1103,1148,1149,1150,1151,1152,1153,1154,1155,1156,1157,1104,1158,1159,1160,1161,1162,1163,1164,1165,1166,1167,1105,1168,1169,1170,1171,1172,1173,1174,1175,1176,1177,1106,1178,1179,1180,1181,1182,1183,1184,1185,1186,1187,1107,1188,1189,1190,1191,1192,1193,1194,1195,1196,1197,1220,epN01_tm11_1
1,1,12,11,111,1000,6,1280,1289,,,,,,,,,,,1290,,,,,,,,,,,1291,,,,,,,,,,,1292,,,,,,,,,,,1293,,,,,,,,,,,1294,,,,,,,,,,,1295,,,,,,,,,,,1296,,,,,,,,,,,1297,,,,,,,,,,,1298,,,,,,,,,,,1281,1299,,,,,,,,,,,1300,,,,,,,,,,,1143,,,,,,,,,,,1144,,,,,,,,,,,1145,,,,,,,,,,,1146,,,,,,,,1147,1148,1149,1170,1282,1171,1172,1173,1174,1175,1187,1188,1189,1190,1191,1283,1192,1193,1194,1195,1196,1215,1216,1217,1218,1219,1284,1220,1221,1156,1157,1158,1159,1160,1161,1162,1163,1285,1164,1165,1166,1280,1281,1282,1283,1284,1285,1286,1286,1287,1288,1289,1290,1291,1292,1293,1295,1296,1297,1287,1298,1299,1300,,,,,,,,1288,,,,,,,,,,,1300,epN01_tm11_2
1,1,13,11,111,1000,7,1100,1109,1199,1200,1201,1202,1203,1204,1205,1206,1207,1208,1110,1209,1210,1211,1212,1213,1214,1215,1216,1217,1218,1111,1219,1220,1221,1222,1223,1224,1225,1226,1227,1228,1112,1229,1230,1231,1232,1233,1234,1235,1236,1237,1238,1113,1239,1240,1241,1242,1243,1244,1245,1246,1247,1248,1114,1249,1250,1251,1252,1253,1254,1255,1256,1257,1258,1115,1259,1260,1261,1262,1263,1264,1265,1266,1267,1268,1116,1269,1270,1271,1272,1273,1274,1275,1276,1277,1278,1117,1279,,,,,,,,,,1118,,,,,,,,,,,1101,1119,,,,,,,,,,,1120,,,,,,,,,,,1121,,,,,,,,,,,1122,,,,,,,,,,,1123,,,,,,,,,,,1124,,,,,,,,1125,1126,1127,1128,1102,1129,1130,1131,1132,1133,1134,1135,1136,1137,1138,1103,1139,1140,1141,1142,1143,1144,1145,1146,1147,1148,1104,1149,1150,1151,1152,1153,1154,1155,1156,1157,1158,1105,1159,1160,1161,1162,1163,1164,1165,1166,1167,1168,1106,1169,1170,1171,1172,1173,1174,1175,1176,1177,1178,1107,1179,1180,1181,1182,1183,1184,1185,1186,1187,1188,1108,1189,1190,1191,1192,1193,1194,1195,1196,1197,1198,1400,epN01_tm11_3
