episode,stage,distance_start,distance_end,jelly_type,jelly_id,quantity,density,speed
epN05,6,3585,3586,ID_4119,4119,8,8.0,1125
epN05,6,4104,4105,ID_4338,4338,155,155.0,1175
epN05,6,4104,4105,Blast Jelly,403,43,43.0,1175
epN05,6,4104,4105,Bear Party,407,43,43.0,1175
epN05,6,4104,4105,Magnet Jelly,405,43,43.0,1175
epN05,6,4104,4105,Giant Jelly,404,43,43.0,1175
epN05,6,4104,4105,Coin Party,406,43,43.0,1175
epN05,7,4353,4354,Small Health,408,173,173.0,1200
epN05,7,4353,4354,Bonus Time,402,35,35.0,1200
epN05,7,4353,4354,ID_4215,4215,120,120.0,1200
epN05,7,4353,4354,ID_4234,4234,68,68.0,1200
epN05,7,4353,4354,Blast Jelly,403,10,10.0,1200
epN05,7,4353,4354,ID_4119,4119,8,8.0,1200
epN05,7,4379,4380,ID_4338,4338,155,155.0,1200
epN05,7,4379,4380,Blast Jelly,403,43,43.0,1200
epN05,7,4379,4380,Bear Party,407,43,43.0,1200
epN05,7,4379,4380,Magnet Jelly,405,43,43.0,1200
epN05,7,4379,4380,Giant Jelly,404,43,43.0,1200
epN05,7,4379,4380,Coin Party,406,43,43.0,1200
epN05,8,4609,4610,Small Health,408,173,173.0,1225
epN05,8,4609,4610,Bonus Time,402,35,35.0,1225
epN05,8,4609,4610,ID_4215,4215,120,120.0,1225
epN05,8,4609,4610,ID_4234,4234,68,68.0,1225
epN05,8,4609,4610,Blast Jelly,403,10,10.0,1225
epN05,8,4609,4610,ID_4119,4119,8,8.0,1225
epN05,8,4635,4636,ID_4338,4338,155,155.0,1225
epN05,8,4635,4636,Blast Jelly,403,43,43.0,1225
epN05,8,4635,4636,Bear Party,407,43,43.0,1225
epN05,8,4635,4636,Magnet Jelly,405,43,43.0,1225
epN05,8,4635,4636,Giant Jelly,404,43,43.0,1225
epN05,8,4635,4636,Coin Party,406,43,43.0,1225
epN05,9,4865,4866,Small Health,408,173,173.0,1250
epN05,9,4865,4866,Bonus Time,402,35,35.0,1250
epN05,9,4865,4866,ID_4215,4215,120,120.0,1250
epN05,9,4865,4866,ID_4234,4234,68,68.0,1250
epN05,9,4865,4866,Blast Jelly,403,10,10.0,1250
epN05,9,4865,4866,ID_4119,4119,8,8.0,1250
epN05,9,4898,4899,ID_4338,4338,155,155.0,1250
epN05,9,4898,4899,Blast Jelly,403,43,43.0,1250
epN05,9,4898,4899,Bear Party,407,43,43.0,1250
epN05,9,4898,4899,Magnet Jelly,405,43,43.0,1250
epN05,9,4898,4899,Giant Jelly,404,43,43.0,1250
epN05,9,4898,4899,Coin Party,406,43,43.0,1250
