episode,stage,distance_start,distance_end,jelly_type,jelly_id,quantity,density,speed
epM01,33,7425,7426,Blast Jelly,403,10,10.0,1100
epM01,33,7425,7426,ID_4119,4119,8,8.0,1100
epM01,36,8193,8194,Small Health,408,173,173.0,1200
epM01,36,8193,8194,Bonus Time,402,35,35.0,1200
epM01,36,8193,8194,ID_4215,4215,120,120.0,1200
epM01,36,8193,8194,ID_4234,4234,68,68.0,1200
epM01,36,8193,8194,Blast Jelly,403,10,10.0,1200
epM01,36,8193,8194,ID_4119,4119,8,8.0,1200
epM01,36,8194,8195,ID_4338,4338,155,155.0,1200
epM01,36,8194,8195,Blast Jelly,403,43,43.0,1200
epM01,36,8194,8195,Bear Party,407,43,43.0,1200
epM01,36,8194,8195,Magnet Jelly,405,43,43.0,1200
epM01,36,8194,8195,Giant Jelly,404,43,43.0,1200
epM01,36,8194,8195,Coin Party,406,43,43.0,1200
epM01,37,8449,8450,Small Health,408,173,173.0,1250
epM01,37,8449,8450,Bonus Time,402,35,35.0,1250
epM01,37,8449,8450,ID_4215,4215,120,120.0,1250
epM01,37,8449,8450,ID_4234,4234,68,68.0,1250
epM01,37,8449,8450,Blast Jelly,403,10,10.0,1250
epM01,37,8449,8450,ID_4119,4119,8,8.0,1250
epM01,37,8450,8451,ID_4338,4338,155,155.0,1250
epM01,37,8450,8451,Blast Jelly,403,43,43.0,1250
epM01,37,8450,8451,Bear Party,407,43,43.0,1250
epM01,37,8450,8451,Magnet Jelly,405,43,43.0,1250
epM01,37,8450,8451,Giant Jelly,404,43,43.0,1250
epM01,37,8450,8451,Coin Party,406,43,43.0,1250
epM01,38,8705,8706,Small Health,408,173,173.0,1100
epM01,38,8705,8706,Bonus Time,402,35,35.0,1100
epM01,38,8705,8706,ID_4215,4215,120,120.0,1100
epM01,38,8705,8706,ID_4234,4234,68,68.0,1100
epM01,38,8705,8706,Blast Jelly,403,10,10.0,1100
epM01,38,8705,8706,ID_4119,4119,8,8.0,1100
epM01,39,8961,8962,Small Health,408,173,173.0,1140
epM01,39,8961,8962,Bonus Time,402,35,35.0,1140
epM01,39,8961,8962,ID_4215,4215,120,120.0,1140
epM01,39,8961,8962,ID_4234,4234,68,68.0,1140
epM01,39,8961,8962,Blast Jelly,403,10,10.0,1140
epM01,39,8961,8962,ID_4119,4119,8,8.0,1140
epM01,39,8962,8963,ID_4338,4338,155,155.0,1140
epM01,39,8962,8963,Blast Jelly,403,43,43.0,1140
epM01,39,8962,8963,Bear Party,407,43,43.0,1140
epM01,39,8962,8963,Magnet Jelly,405,43,43.0,1140
epM01,39,8962,8963,Giant Jelly,404,43,43.0,1140
epM01,39,8962,8963,Coin Party,406,43,43.0,1140
epM01,4,9217,9218,Small Health,408,173,173.0,930
epM01,4,9217,9218,Bonus Time,402,35,35.0,930
epM01,4,9217,9218,ID_4215,4215,120,120.0,930
epM01,4,9217,9218,ID_4234,4234,68,68.0,930
epM01,4,9217,9218,Blast Jelly,403,10,10.0,930
epM01,4,9217,9218,ID_4119,4119,8,8.0,930
epM01,41,9729,9730,Small Health,408,173,173.0,1140
epM01,41,9729,9730,Bonus Time,402,35,35.0,1140
epM01,41,9729,9730,ID_4215,4215,120,120.0,1140
epM01,41,9729,9730,ID_4234,4234,68,68.0,1140
epM01,41,9729,9730,Blast Jelly,403,10,10.0,1140
epM01,41,9729,9730,ID_4119,4119,8,8.0,1140
epM01,41,9730,9731,ID_4338,4338,155,155.0,1140
epM01,41,9730,9731,Blast Jelly,403,43,43.0,1140
epM01,41,9730,9731,Bear Party,407,43,43.0,1140
epM01,41,9730,9731,Magnet Jelly,405,43,43.0,1140
epM01,41,9730,9731,Giant Jelly,404,43,43.0,1140
epM01,41,9730,9731,Coin Party,406,43,43.0,1140
epM01,42,9985,9986,Small Health,408,173,173.0,1050
epM01,42,9985,9986,Bonus Time,402,35,35.0,1050
epM01,42,9985,9986,ID_4215,4215,120,120.0,1050
epM01,42,9985,9986,ID_4234,4234,68,68.0,1050
epM01,42,9985,9986,Blast Jelly,403,10,10.0,1050
epM01,42,9985,9986,ID_4119,4119,8,8.0,1050
epM01,43,10241,10242,Small Health,408,173,173.0,800
epM01,43,10241,10242,Bonus Time,402,35,35.0,800
epM01,43,10241,10242,ID_4215,4215,120,120.0,800
epM01,43,10241,10242,ID_4234,4234,68,68.0,800
epM01,43,10241,10242,Blast Jelly,403,10,10.0,800
epM01,43,10241,10242,ID_4119,4119,8,8.0,800
epM01,43,10242,10243,ID_4338,4338,155,155.0,800
epM01,43,10242,10243,Blast Jelly,403,43,43.0,800
epM01,43,10242,10243,Bear Party,407,43,43.0,800
epM01,43,10242,10243,Magnet Jelly,405,43,43.0,800
epM01,43,10242,10243,Giant Jelly,404,43,43.0,800
epM01,43,10242,10243,Coin Party,406,43,43.0,800
epM01,44,10497,10498,Small Health,408,173,173.0,1150
epM01,44,10497,10498,Bonus Time,402,35,35.0,1150
epM01,44,10497,10498,ID_4215,4215,120,120.0,1150
epM01,44,10497,10498,ID_4234,4234,68,68.0,1150
epM01,44,10497,10498,Blast Jelly,403,10,10.0,1150
epM01,44,10497,10498,ID_4119,4119,8,8.0,1150
epM01,45,10753,10754,Small Health,408,173,173.0,1050
epM01,45,10753,10754,Bonus Time,402,35,35.0,1050
epM01,45,10753,10754,ID_4215,4215,120,120.0,1050
epM01,45,10753,10754,ID_4234,4234,68,68.0,1050
epM01,45,10753,10754,Blast Jelly,403,10,10.0,1050
epM01,45,10753,10754,ID_4119,4119,8,8.0,1050
epM01,45,10754,10755,ID_4338,4338,155,155.0,1050
epM01,45,10754,10755,Blast Jelly,403,43,43.0,1050
epM01,45,10754,10755,Bear Party,407,43,43.0,1050
epM01,45,10754,10755,Magnet Jelly,405,43,43.0,1050
epM01,45,10754,10755,Giant Jelly,404,43,43.0,1050
epM01,45,10754,10755,Coin Party,406,43,43.0,1050
epM01,46,11009,11010,Small Health,408,173,173.0,1150
epM01,46,11009,11010,Bonus Time,402,35,35.0,1150
epM01,46,11009,11010,ID_4215,4215,120,120.0,1150
epM01,46,11009,11010,ID_4234,4234,68,68.0,1150
epM01,46,11009,11010,Blast Jelly,403,10,10.0,1150
epM01,46,11009,11010,ID_4119,4119,8,8.0,1150
epM01,46,11010,11011,ID_4338,4338,155,155.0,1150
epM01,46,11010,11011,Blast Jelly,403,43,43.0,1150
epM01,46,11010,11011,Bear Party,407,43,43.0,1150
epM01,46,11010,11011,Magnet Jelly,405,43,43.0,1150
epM01,46,11010,11011,Giant Jelly,404,43,43.0,1150
epM01,46,11010,11011,Coin Party,406,43,43.0,1150
epM01,47,11265,11266,Small Health,408,173,173.0,1250
epM01,47,11265,11266,Bonus Time,402,35,35.0,1250
epM01,47,11265,11266,ID_4215,4215,120,120.0,1250
epM01,47,11265,11266,ID_4234,4234,68,68.0,1250
epM01,47,11265,11266,Blast Jelly,403,10,10.0,1250
epM01,47,11265,11266,ID_4119,4119,8,8.0,1250
epM01,47,11266,11267,ID_4338,4338,155,155.0,1250
epM01,47,11266,11267,Blast Jelly,403,43,43.0,1250
epM01,47,11266,11267,Bear Party,407,43,43.0,1250
epM01,47,11266,11267,Magnet Jelly,405,43,43.0,1250
epM01,47,11266,11267,Giant Jelly,404,43,43.0,1250
epM01,47,11266,11267,Coin Party,406,43,43.0,1250
epM01,48,11521,11522,Small Health,408,173,173.0,1050
epM01,48,11521,11522,Bonus Time,402,35,35.0,1050
epM01,48,11521,11522,ID_4215,4215,120,120.0,1050
epM01,48,11521,11522,ID_4234,4234,68,68.0,1050
epM01,48,11521,11522,Blast Jelly,403,10,10.0,1050
epM01,48,11521,11522,ID_4119,4119,8,8.0,1050
epM01,48,11522,11523,ID_4338,4338,155,155.0,1050
epM01,48,11522,11523,Blast Jelly,403,43,43.0,1050
epM01,48,11522,11523,Bear Party,407,43,43.0,1050
epM01,48,11522,11523,Magnet Jelly,405,43,43.0,1050
epM01,48,11522,11523,Giant Jelly,404,43,43.0,1050
epM01,48,11522,11523,Coin Party,406,43,43.0,1050
epM01,49,11777,11778,Small Health,408,173,173.0,900
epM01,49,11777,11778,Bonus Time,402,35,35.0,900
epM01,49,11777,11778,ID_4215,4215,120,120.0,900
epM01,49,11777,11778,ID_4234,4234,68,68.0,900
epM01,49,11777,11778,Blast Jelly,403,10,10.0,900
epM01,49,11777,11778,ID_4119,4119,8,8.0,900
epM01,49,11778,11779,ID_4338,4338,155,155.0,900
epM01,49,11778,11779,Blast Jelly,403,43,43.0,900
epM01,49,11778,11779,Bear Party,407,43,43.0,900
epM01,49,11778,11779,Magnet Jelly,405,43,43.0,900
epM01,49,11778,11779,Giant Jelly,404,43,43.0,900
epM01,49,11778,11779,Coin Party,406,43,43.0,900
epM01,51,12545,12546,Small Health,408,173,173.0,900
epM01,51,12545,12546,Bonus Time,402,35,35.0,900
epM01,51,12545,12546,ID_4215,4215,120,120.0,900
epM01,51,12545,12546,ID_4234,4234,68,68.0,900
epM01,51,12545,12546,Blast Jelly,403,10,10.0,900
epM01,51,12545,12546,ID_4119,4119,8,8.0,900
epM01,51,12546,12547,ID_4338,4338,155,155.0,900
epM01,51,12546,12547,Blast Jelly,403,43,43.0,900
epM01,51,12546,12547,Bear Party,407,43,43.0,900
epM01,51,12546,12547,Magnet Jelly,405,43,43.0,900
epM01,51,12546,12547,Giant Jelly,404,43,43.0,900
epM01,51,12546,12547,Coin Party,406,43,43.0,900
epM01,53,13057,13058,Small Health,408,173,173.0,930
epM01,53,13057,13058,Bonus Time,402,35,35.0,930
epM01,53,13057,13058,ID_4215,4215,120,120.0,930
epM01,53,13057,13058,ID_4234,4234,68,68.0,930
epM01,53,13057,13058,Blast Jelly,403,10,10.0,930
epM01,53,13057,13058,ID_4119,4119,8,8.0,930
epM01,54,13313,13314,Small Health,408,173,173.0,930
epM01,54,13313,13314,Bonus Time,402,35,35.0,930
epM01,54,13313,13314,ID_4215,4215,120,120.0,930
epM01,54,13313,13314,ID_4234,4234,68,68.0,930
epM01,54,13313,13314,Blast Jelly,403,10,10.0,930
epM01,54,13313,13314,ID_4119,4119,8,8.0,930
epM01,55,13569,13570,Small Health,408,173,173.0,950
epM01,55,13569,13570,Bonus Time,402,35,35.0,950
epM01,55,13569,13570,ID_4215,4215,120,120.0,950
epM01,55,13569,13570,ID_4234,4234,68,68.0,950
epM01,55,13569,13570,Blast Jelly,403,10,10.0,950
epM01,55,13569,13570,ID_4119,4119,8,8.0,950
epM01,55,13570,13571,ID_4338,4338,155,155.0,950
epM01,55,13570,13571,Blast Jelly,403,43,43.0,950
epM01,55,13570,13571,Bear Party,407,43,43.0,950
epM01,55,13570,13571,Magnet Jelly,405,43,43.0,950
epM01,55,13570,13571,Giant Jelly,404,43,43.0,950
epM01,55,13570,13571,Coin Party,406,43,43.0,950
epM01,56,13825,13826,Small Health,408,173,173.0,950
epM01,56,13825,13826,Bonus Time,402,35,35.0,950
epM01,56,13825,13826,ID_4215,4215,120,120.0,950
epM01,56,13825,13826,ID_4234,4234,68,68.0,950
epM01,56,13825,13826,Blast Jelly,403,10,10.0,950
epM01,56,13825,13826,ID_4119,4119,8,8.0,950
epM01,56,13826,13827,ID_4338,4338,155,155.0,950
epM01,56,13826,13827,Blast Jelly,403,43,43.0,950
epM01,56,13826,13827,Bear Party,407,43,43.0,950
epM01,56,13826,13827,Magnet Jelly,405,43,43.0,950
epM01,56,13826,13827,Giant Jelly,404,43,43.0,950
epM01,56,13826,13827,Coin Party,406,43,43.0,950
epM01,57,14081,14082,Small Health,408,173,173.0,950
epM01,57,14081,14082,Bonus Time,402,35,35.0,950
epM01,57,14081,14082,ID_4215,4215,120,120.0,950
epM01,57,14081,14082,ID_4234,4234,68,68.0,950
epM01,57,14081,14082,Blast Jelly,403,10,10.0,950
epM01,57,14081,14082,ID_4119,4119,8,8.0,950
epM01,57,14082,14083,ID_4338,4338,155,155.0,950
epM01,57,14082,14083,Blast Jelly,403,43,43.0,950
epM01,57,14082,14083,Bear Party,407,43,43.0,950
epM01,57,14082,14083,Magnet Jelly,405,43,43.0,950
epM01,57,14082,14083,Giant Jelly,404,43,43.0,950
epM01,57,14082,14083,Coin Party,406,43,43.0,950
epM01,58,14337,14338,Small Health,408,173,173.0,950
epM01,58,14337,14338,Bonus Time,402,35,35.0,950
epM01,58,14337,14338,ID_4215,4215,120,120.0,950
epM01,58,14337,14338,ID_4234,4234,68,68.0,950
epM01,58,14337,14338,Blast Jelly,403,10,10.0,950
epM01,58,14337,14338,ID_4119,4119,8,8.0,950
epM01,58,14338,14339,ID_4338,4338,155,155.0,950
epM01,58,14338,14339,Blast Jelly,403,43,43.0,950
epM01,58,14338,14339,Bear Party,407,43,43.0,950
epM01,58,14338,14339,Magnet Jelly,405,43,43.0,950
epM01,58,14338,14339,Giant Jelly,404,43,43.0,950
epM01,58,14338,14339,Coin Party,406,43,43.0,950
epM01,59,14593,14594,Small Health,408,173,173.0,1000
epM01,59,14593,14594,Bonus Time,402,35,35.0,1000
epM01,59,14593,14594,ID_4215,4215,120,120.0,1000
epM01,59,14593,14594,ID_4234,4234,68,68.0,1000
epM01,59,14593,14594,Blast Jelly,403,10,10.0,1000
epM01,59,14593,14594,ID_4119,4119,8,8.0,1000
epM01,59,14594,14595,ID_4338,4338,155,155.0,1000
epM01,59,14594,14595,Blast Jelly,403,43,43.0,1000
epM01,59,14594,14595,Bear Party,407,43,43.0,1000
epM01,59,14594,14595,Magnet Jelly,405,43,43.0,1000
epM01,59,14594,14595,Giant Jelly,404,43,43.0,1000
epM01,59,14594,14595,Coin Party,406,43,43.0,1000
epM01,6,14849,14850,Small Health,408,173,173.0,900
epM01,6,14849,14850,Bonus Time,402,35,35.0,900
epM01,6,14849,14850,ID_4215,4215,120,120.0,900
epM01,6,14849,14850,ID_4234,4234,68,68.0,900
epM01,6,14849,14850,Blast Jelly,403,10,10.0,900
epM01,6,14849,14850,ID_4119,4119,8,8.0,900
epM01,60,15105,15106,Small Health,408,173,173.0,1000
epM01,60,15105,15106,Bonus Time,402,35,35.0,1000
epM01,60,15105,15106,ID_4215,4215,120,120.0,1000
epM01,60,15105,15106,ID_4234,4234,68,68.0,1000
epM01,60,15105,15106,Blast Jelly,403,10,10.0,1000
epM01,60,15105,15106,ID_4119,4119,8,8.0,1000
epM01,60,15106,15107,ID_4338,4338,155,155.0,1000
epM01,60,15106,15107,Blast Jelly,403,43,43.0,1000
epM01,60,15106,15107,Bear Party,407,43,43.0,1000
epM01,60,15106,15107,Magnet Jelly,405,43,43.0,1000
epM01,60,15106,15107,Giant Jelly,404,43,43.0,1000
epM01,60,15106,15107,Coin Party,406,43,43.0,1000
epM01,61,15361,15362,Small Health,408,173,173.0,1200
epM01,61,15361,15362,Bonus Time,402,35,35.0,1200
epM01,61,15361,15362,ID_4215,4215,120,120.0,1200
epM01,61,15361,15362,ID_4234,4234,68,68.0,1200
epM01,61,15361,15362,Blast Jelly,403,10,10.0,1200
epM01,61,15361,15362,ID_4119,4119,8,8.0,1200
epM01,62,15617,15618,Small Health,408,173,173.0,1050
epM01,62,15617,15618,Bonus Time,402,35,35.0,1050
epM01,62,15617,15618,ID_4215,4215,120,120.0,1050
epM01,62,15617,15618,ID_4234,4234,68,68.0,1050
epM01,62,15617,15618,Blast Jelly,403,10,10.0,1050
epM01,62,15617,15618,ID_4119,4119,8,8.0,1050
epM01,63,15873,15874,Small Health,408,173,173.0,1000
epM01,63,15873,15874,Bonus Time,402,35,35.0,1000
epM01,63,15873,15874,ID_4215,4215,120,120.0,1000
epM01,63,15873,15874,ID_4234,4234,68,68.0,1000
epM01,63,15873,15874,Blast Jelly,403,10,10.0,1000
epM01,63,15873,15874,ID_4119,4119,8,8.0,1000
epM01,64,16129,16130,Small Health,408,173,173.0,1000
epM01,64,16129,16130,Bonus Time,402,35,35.0,1000
epM01,64,16129,16130,ID_4215,4215,120,120.0,1000
epM01,64,16129,16130,ID_4234,4234,68,68.0,1000
epM01,64,16129,16130,Blast Jelly,403,10,10.0,1000
epM01,64,16129,16130,ID_4119,4119,8,8.0,1000
epM01,65,16385,16386,ID_4338,4338,155,155.0,1000
epM01,65,16385,16386,Blast Jelly,403,43,43.0,1000
epM01,65,16385,16386,Bear Party,407,43,43.0,1000
epM01,65,16385,16386,Magnet Jelly,405,43,43.0,1000
epM01,65,16385,16386,Giant Jelly,404,43,43.0,1000
epM01,65,16385,16386,Coin Party,406,43,43.0,1000
epM01,66,16641,16642,Small Health,408,173,173.0,1000
epM01,66,16641,16642,Bonus Time,402,35,35.0,1000
epM01,66,16641,16642,ID_4215,4215,120,120.0,1000
epM01,66,16641,16642,ID_4234,4234,68,68.0,1000
epM01,66,16641,16642,Blast Jelly,403,10,10.0,1000
epM01,66,16641,16642,ID_4119,4119,8,8.0,1000
epM01,69,17409,17410,Small Health,408,173,173.0,1000
epM01,69,17409,17410,Bonus Time,402,35,35.0,1000
epM01,69,17409,17410,ID_4215,4215,120,120.0,1000
epM01,69,17409,17410,ID_4234,4234,68,68.0,1000
epM01,69,17409,17410,Blast Jelly,403,10,10.0,1000
epM01,69,17409,17410,ID_4119,4119,8,8.0,1000
epM01,69,17410,17411,ID_4338,4338,155,155.0,1000
epM01,69,17410,17411,Blast Jelly,403,43,43.0,1000
epM01,69,17410,17411,Bear Party,407,43,43.0,1000
epM01,69,17410,17411,Magnet Jelly,405,43,43.0,1000
epM01,69,17410,17411,Giant Jelly,404,43,43.0,1000
epM01,69,17410,17411,Coin Party,406,43,43.0,1000
epM01,7,17665,17666,Small Health,408,173,173.0,900
epM01,7,17665,17666,Bonus Time,402,35,35.0,900
epM01,7,17665,17666,ID_4215,4215,120,120.0,900
epM01,7,17665,17666,ID_4234,4234,68,68.0,900
epM01,7,17665,17666,Blast Jelly,403,10,10.0,900
epM01,7,17665,17666,ID_4119,4119,8,8.0,900
epM01,7,17666,17667,ID_4338,4338,155,155.0,900
epM01,7,17666,17667,Blast Jelly,403,43,43.0,900
epM01,7,17666,17667,Bear Party,407,43,43.0,900
epM01,7,17666,17667,Magnet Jelly,405,43,43.0,900
epM01,7,17666,17667,Giant Jelly,404,43,43.0,900
